[0.0, 0.0]
[-1.8868194580078126, 7.37432861328125]
[-1.924365234375, 7.577171325683594]
[-1.9777313232421876, 7.752053070068359]
[-2.002606201171875, 7.979805755615234]
[-1.909527587890625, 8.211467742919922]
[-1.98922119140625, 8.45336685180664]
[-1.9170684814453125, 8.777120208740234]
[-1.9107513427734375, 9.009627532958984]
[-2.030609130859375, 9.200643157958984]
[-2.13760986328125, 9.427870941162109]
[-2.030609130859375, 9.68802719116211]
[-2.2669097900390627, 10.093280029296874]
[-2.1634124755859374, 10.30939178466797]
[-2.044921875, 10.684085083007812]
[-2.123602294921875, 10.902735900878906]
[-2.22178955078125, 11.153676605224609]
[-2.25045166015625, 11.344139099121094]
[-2.469879150390625, 11.574684143066406]
[-2.6036956787109373, 11.84897232055664]
[-2.616046142578125, 12.116465759277343]
[-2.581304931640625, 12.400643920898437]
[-2.483740234375, 12.677259826660157]
[-2.533587646484375, 12.875637817382813]
[-2.631787109375, 13.256002044677734]
[-2.7136474609375, 13.438375091552734]
[-2.7211090087890626, 13.83333969116211]
[-2.6553497314453125, 14.070758056640624]
[-2.722369384765625, 14.400498962402343]
[-2.812451171875, 14.589842224121094]
[-2.8896820068359377, 14.729506683349609]
[-2.960736083984375, 15.038565063476563]
[-3.0181549072265623, 15.284070587158203]
[-2.877911376953125, 15.451620483398438]
[-3.10947265625, 15.7412109375]
[-3.094549560546875, 15.847965240478516]
[-2.913775634765625, 16.22109146118164]
[-2.8419830322265627, 16.491391754150392]
[-2.867486572265625, 16.754795837402344]
[-2.698956298828125, 16.93482208251953]
[-2.721539306640625, 17.22594757080078]
[-2.708428955078125, 17.33565444946289]
[-2.741754150390625, 17.621945190429688]
[-2.8103515625, 17.916638946533205]
[-2.757568359375, 18.193535614013673]
[-2.8226593017578123, 18.5058235168457]
[-2.759429931640625, 18.90628890991211]
[-2.8389373779296876, 19.26744842529297]
[-2.76361083984375, 19.597804260253906]
[-2.809185791015625, 19.6941780090332]
[-2.9738922119140625, 20.059389495849608]
[-2.961370849609375, 20.36195068359375]
[-2.9042205810546875, 20.7910400390625]
[-2.9586029052734375, 21.0150634765625]
[-2.7911285400390624, 21.61101379394531]
[-2.8091766357421877, 21.949435424804687]
[-2.971624755859375, 22.545144653320314]
[-2.798236083984375, 23.040376281738283]
[-2.9920654296875, 23.419610595703126]
[-3.10947265625, 23.688270568847656]
[-3.017041015625, 24.115328979492187]
[-2.775738525390625, 24.4265869140625]
[-2.8038360595703127, 24.974972534179688]
[-2.886834716796875, 25.66050567626953]
[-2.7498046875, 26.189851379394533]
[-2.67430419921875, 26.75603485107422]
[-2.953851318359375, 27.303663635253905]
[-2.8731781005859376, 27.827694702148438]
[-2.997930908203125, 28.282595825195312]
[-2.929150390625, 29.01771697998047]
[-2.94581298828125, 29.699893188476562]
[-2.9817901611328126, 30.27784881591797]
[-2.964453125, 30.905113220214844]
[-2.9287384033203123, 31.576893615722657]
[-2.9652374267578123, 32.15582275390625]
[-3.1531402587890627, 32.90495147705078]
[-3.0647491455078124, 33.44600067138672]
[-3.0160430908203124, 33.9454833984375]
[-3.0671630859375, 34.480218505859376]
[-2.933349609375, 34.975344848632815]
[-3.149908447265625, 35.477989196777344]
[-3.04884033203125, 36.05123443603516]
[-3.1336029052734373, 36.82357635498047]
[-3.0091949462890626, 37.253973388671874]
[-3.2004638671875, 37.72662353515625]
[-3.2978607177734376, 38.28211364746094]
[-3.3903564453125, 38.5909927368164]
[-3.4556793212890624, 39.260379028320315]
[-3.4507843017578126, 39.90236206054688]
[-3.5423919677734377, 40.5139877319336]
[-3.4796722412109373, 41.140376281738284]
[-3.53553466796875, 41.31424102783203]
[-3.774530029296875, 41.92497100830078]
[-3.6841796875, 42.666744995117185]
[-3.8427764892578127, 43.54714508056641]
[-4.1580657958984375, 44.03980407714844]
[-4.269903564453125, 44.56726837158203]
[-4.26309814453125, 45.27636566162109]
[-4.3470306396484375, 45.75478515625]
[-4.148983764648437, 46.74832763671875]
[-3.7175689697265626, 47.64334259033203]
[-3.7449554443359374, 48.30130310058594]
[-4.053530883789063, 48.893307495117185]
[-4.068707275390625, 49.40887603759766]
[-3.614794921875, 50.08979949951172]
[-3.283868408203125, 50.605401611328126]
[-3.243731689453125, 50.945735168457034]
[-3.2297393798828127, 51.61289978027344]
[-3.506158447265625, 52.25857238769531]
[-3.81795654296875, 52.8364990234375]
[-3.8818359375, 53.49072113037109]
[-3.76107177734375, 54.03982391357422]
[-3.774053955078125, 54.57326812744141]
[-3.853997802734375, 55.23718414306641]
[-4.16485595703125, 55.869886779785155]
[-4.17239990234375, 56.38337097167969]
[-4.584414672851563, 56.84255828857422]
[-4.4880126953125, 57.55955810546875]
[-4.6146240234375, 58.1924331665039]
[-4.149484252929687, 58.50281524658203]
[-4.176275634765625, 59.12173004150391]
[-4.033221435546875, 59.609188842773435]
[-4.110165405273437, 60.07716674804688]
[-3.8747528076171873, 60.87017974853516]
[-3.708660888671875, 61.43608856201172]
[-3.5398712158203125, 61.9340087890625]
[-3.66961669921875, 62.57008056640625]
[-3.703779602050781, 63.17613220214844]
[-3.7920867919921877, 63.785848236083986]
[-3.8728912353515623, 64.35108261108398]
[-3.917987060546875, 64.99427871704101]
[-3.8880462646484375, 65.58695983886719]
[-3.6775360107421875, 66.31069564819336]
[-3.6653671264648438, 67.14057540893555]
[-3.975267028808594, 67.94272994995117]
[-3.923930358886719, 68.50427627563477]
[-4.077754211425781, 69.20239486694337]
[-3.9871292114257812, 69.77035751342774]
[-3.8715850830078127, 70.44665145874023]
[-4.11326904296875, 71.06664505004883]
[-4.005284118652344, 71.66594467163085]
[-3.9469680786132812, 72.31082077026367]
[-4.3533203125, 73.0171501159668]
[-4.192410278320312, 73.7525245666504]
[-4.100808715820312, 74.29724349975587]
[-4.13187255859375, 75.02626266479493]
[-3.7178070068359377, 75.74882278442382]
[-3.8830169677734374, 76.3342185974121]
[-4.042044067382813, 76.9651268005371]
[-3.91116943359375, 77.4021598815918]
[-4.044306945800781, 78.33856887817383]
[-3.6419113159179686, 78.98127670288086]
[-3.9356765747070312, 79.6780158996582]
[-3.405567932128906, 80.26427536010742]
[-3.469183349609375, 81.10004806518555]
[-3.5727203369140623, 81.96130142211913]
[-3.120289611816406, 82.47454605102538]
[-3.23787841796875, 82.87516708374024]
[-3.012553405761719, 83.35764083862304]
[-2.8808364868164062, 83.84537124633789]
[-3.302326965332031, 84.43203201293946]
[-3.2391082763671877, 84.88882522583008]
[-2.8789154052734376, 85.36395492553712]
[-2.8996856689453123, 85.78368072509765]
[-3.439923095703125, 86.1383888244629]
[-3.7410430908203125, 86.60052032470703]
[-3.5498870849609374, 87.05451354980468]
[-3.641290283203125, 87.74273834228515]
[-3.3189788818359376, 88.15974273681641]
[-3.7344390869140627, 88.97077331542968]
[-3.7479461669921874, 89.52581024169922]
[-3.76138916015625, 90.20204086303711]
[-3.6947723388671876, 91.0619125366211]
[-3.6815673828125, 91.83185958862305]
[-3.548736572265625, 92.62055282592773]
[-3.7567291259765625, 93.40736846923828]
[-3.6825592041015627, 94.10437774658203]
[-3.9796600341796875, 94.92080688476562]
[-3.4856292724609377, 95.5813705444336]
[-3.5424835205078127, 96.17270965576172]
[-3.5700225830078125, 96.9426986694336]
[-3.940093994140625, 97.7065933227539]
[-4.026522827148438, 98.38995361328125]
[-4.144345092773437, 99.0100830078125]
[-3.896661376953125, 99.57563171386718]
[-3.867620849609375, 99.99506530761718]
[-3.8338104248046876, 100.38582916259766]
[-3.5832916259765626, 100.76414337158204]
[-3.65380859375, 101.29328155517578]
[-3.7247039794921877, 101.43251495361328]
[-3.8053466796875, 101.87272338867187]
[-3.89754638671875, 102.07870941162109]
[-4.2567291259765625, 102.33191528320313]
[-4.4681549072265625, 102.51512756347657]
[-4.210702514648437, 102.7162109375]
[-4.4637939453125, 102.97349090576172]
[-4.360818481445312, 103.1830810546875]
[-4.293093872070313, 103.28431243896485]
[-4.115017700195312, 103.44657745361329]
[-3.7558929443359377, 103.5161361694336]
[-3.551971435546875, 103.86302337646484]
[-3.5802978515625, 104.08528137207031]
[-3.9407318115234373, 104.37283782958984]
[-3.6029876708984374, 104.48502807617187]
[-3.3029693603515624, 104.57687072753906]
[-2.9280670166015623, 104.85403289794922]
[-2.9165924072265623, 105.01441345214843]
[-2.11907958984375, 105.03382568359375]
[-1.8068359375, 105.05927734375]
[-1.2185699462890625, 105.20041961669922]
[-0.652239990234375, 105.2538818359375]
[-0.15087890625, 105.49017639160157]
[0.251177978515625, 105.79594116210937]
[0.5358856201171875, 105.993505859375]
[1.0528594970703125, 105.8758529663086]
[1.46485595703125, 105.88276519775391]
[2.5048583984375, 105.8800765991211]
[3.0060394287109373, 106.05897674560546]
[3.2977020263671877, 106.0380874633789]
[3.6528961181640627, 106.08207092285156]
[4.19892578125, 106.07330474853515]
[4.717221069335937, 106.24036102294922]
[5.169107055664062, 106.4418701171875]
[5.431430053710938, 106.52373809814453]
[6.023516845703125, 106.41926574707031]
[6.934466552734375, 106.37777862548828]
[7.9364166259765625, 106.6274429321289]
[8.4412841796875, 106.51962127685547]
[8.350732421875, 106.6200164794922]
[9.138095092773437, 106.63223724365234]
[9.377566528320312, 106.88699493408203]
[10.199050903320312, 107.08928527832032]
[11.0946533203125, 107.08834686279297]
[12.256472778320312, 107.02890472412109]
[13.371243286132813, 106.97300262451172]
[13.593731689453126, 106.96751861572265]
[14.855816650390626, 107.12637786865234]
[14.908609008789062, 107.21683959960937]
[15.635943603515624, 107.22415161132812]
[17.117330932617186, 107.38587799072266]
[18.25751190185547, 107.54036560058594]
[19.24346466064453, 107.77979431152343]
[19.966102600097656, 107.8158187866211]
[21.13715362548828, 107.65685272216797]
[21.883503723144532, 108.16729583740235]
[22.68242645263672, 108.12279968261718]
[23.653317260742188, 108.4095947265625]
[24.564083862304688, 108.31904602050781]
[25.686875915527345, 108.27850799560547]
[26.40599670410156, 108.8718994140625]
[27.090115356445313, 109.1367401123047]
[28.324879455566407, 109.13997344970703]
[28.946389770507814, 109.27590789794922]
[29.765811157226562, 109.2291275024414]
[31.18601837158203, 109.42735290527344]
[31.615650939941407, 109.35643920898437]
[32.553993225097656, 109.4514373779297]
[33.232366943359374, 109.04614715576172]
[33.78642883300781, 108.8000473022461]
[34.56547546386719, 108.65878753662109]
[35.02388916015625, 108.60311126708984]
[35.51201629638672, 108.57672271728515]
[36.48130340576172, 108.63450469970704]
[36.847923278808594, 108.46874694824218]
[37.571728515625, 108.41533203125]
[38.16793975830078, 108.14659423828125]
[39.45894012451172, 108.77204742431641]
[40.641046142578126, 109.11671905517578]
[41.01974029541016, 108.89949798583984]
[41.95116271972656, 108.81529388427734]
[42.92776184082031, 109.03478393554687]
[44.11825866699219, 108.92496337890626]
[45.28452758789062, 109.04445190429688]
[46.42318267822266, 109.21231384277344]
[47.688978576660155, 109.26305541992187]
[49.06781768798828, 109.43311920166016]
[50.332437133789064, 109.48077850341797]
[51.52861328125, 109.53109893798828]
[52.581381225585936, 109.55999298095703]
[53.49242095947265, 109.60283050537109]
[54.321730041503905, 109.64463958740234]
[55.36354064941406, 109.66810150146485]
[56.41014862060547, 109.78349151611329]
[57.53572235107422, 109.69716186523438]
[58.64095001220703, 109.71985931396485]
[59.589421081542966, 109.7859130859375]
[60.38362426757813, 109.72303009033203]
[60.98002319335937, 109.7905288696289]
[61.86502685546875, 109.7729248046875]
[62.692909240722656, 109.82752075195313]
[63.43946228027344, 109.859326171875]
[64.01734313964843, 109.81310424804687]
[64.61959533691406, 109.73102111816407]
[65.17894897460937, 109.62651062011719]
[65.74637603759766, 109.49293975830078]
[66.23039855957032, 109.33903656005859]
[66.60476226806641, 109.15663299560546]
[67.03318634033204, 108.92956848144532]
[67.36970672607421, 108.68701171875]
[67.63625640869141, 108.45004272460938]
[67.93220977783203, 108.21351623535156]
[68.16948471069335, 107.93465576171874]
[68.4701042175293, 107.60804138183593]
[68.6726791381836, 107.241064453125]
[68.85420455932618, 106.84630126953125]
[68.99185180664062, 106.46261749267578]
[69.08590774536133, 105.98768310546875]
[69.24204711914062, 105.4881362915039]
[69.21397552490234, 104.90701141357422]
[69.3404640197754, 104.43043060302735]
[69.39885787963867, 103.86782684326172]
[69.40061492919922, 103.32166442871093]
[69.48905563354492, 102.72898406982422]
[69.62517623901367, 102.17420501708985]
[69.62081298828124, 101.56222991943359]
[69.69010620117187, 100.96404418945312]
[69.72810134887695, 100.24420776367188]
[69.60795974731445, 99.51484680175781]
[69.4977928161621, 98.89637908935546]
[69.55558319091797, 98.34375457763672]
[69.57343902587891, 97.95554046630859]
[69.58106155395508, 97.1638687133789]
[69.57150650024414, 96.3071517944336]
[69.6022819519043, 95.46099853515625]
[69.62874450683594, 94.6049934387207]
[69.55360488891601, 93.85922927856446]
[69.44735412597656, 93.13406143188476]
[69.35981063842773, 92.39519348144532]
[69.07384948730468, 91.94999771118164]
[69.04424438476562, 91.1526969909668]
[68.96651153564453, 90.37322006225585]
[68.96532745361328, 89.43945083618163]
[68.87362670898438, 88.43911209106446]
[68.97030487060547, 87.43226699829101]
[68.75559539794922, 86.41071853637695]
[68.5122299194336, 85.25534439086914]
[68.56266021728516, 84.06534347534179]
[68.46253051757813, 82.78992385864258]
[68.51697540283203, 81.59155502319337]
[68.22769317626953, 80.36254043579102]
[68.16894836425782, 79.14332809448243]
[68.07650909423828, 77.91840515136718]
[68.05674896240234, 76.72923736572265]
[68.0408203125, 75.4375129699707]
[68.0682876586914, 74.15590744018554]
[67.97184753417969, 72.89795379638672]
[68.04856872558594, 71.7535285949707]
[67.9656753540039, 70.52246856689453]
[67.78921508789062, 69.3910415649414]
[67.99006042480468, 68.28153457641602]
[67.93778228759766, 67.18488159179688]
[67.98222961425782, 66.17798461914063]
[67.93780670166015, 65.24877395629883]
[67.8591983795166, 64.30080947875976]
[67.89845390319825, 63.3550163269043]
[67.80850372314453, 62.51329574584961]
[67.72197685241699, 61.57326736450195]
[67.63179244995118, 60.44594802856445]
[67.49271240234376, 59.76926803588867]
[67.44072036743164, 58.956400299072264]
[67.42147369384766, 57.8061882019043]
[67.33669204711914, 56.79173889160156]
[67.18529357910157, 55.569087219238284]
[67.07940292358398, 54.46697082519531]
[67.0241455078125, 53.19188537597656]
[66.98801193237304, 51.84205780029297]
[66.93980026245117, 50.403691101074216]
[66.7792579650879, 49.354515075683594]
[66.63428421020508, 48.0717529296875]
[66.56132125854492, 46.8401123046875]
[66.46545639038087, 45.66439514160156]
[66.39152145385742, 44.343833923339844]
[66.19650192260742, 43.07530517578125]
[66.11662673950195, 41.84799041748047]
[66.0114860534668, 40.78970489501953]
[65.87819747924804, 39.68540496826172]
[65.80423202514649, 38.552344512939456]
[65.69852066040039, 37.52726364135742]
[65.66672439575196, 36.69664840698242]
[65.57278823852539, 35.63575057983398]
[65.58723678588868, 34.82727890014648]
[65.4916374206543, 33.75271987915039]
[65.50449752807617, 32.802164459228514]
[65.4274803161621, 31.896724700927734]
[65.10781631469726, 30.90969314575195]
[64.94162521362304, 29.914134979248047]
[64.7377098083496, 28.92646255493164]
[64.7258415222168, 28.100675201416017]
[64.74521102905274, 27.13035354614258]
[64.5460319519043, 26.21360549926758]
[64.33498458862304, 25.25204391479492]
[63.93467636108399, 24.454170989990235]
[63.78476486206055, 23.386490631103516]
[63.768070220947266, 22.268018341064455]
[63.556539154052736, 21.239498138427734]
[63.4128532409668, 20.236939239501954]
[63.31238021850586, 19.330741119384765]
[63.22425003051758, 18.15694351196289]
[63.17582778930664, 17.112952423095702]
[62.70168228149414, 16.07906494140625]
[62.58717727661133, 15.018109893798828]
[62.521932220458986, 14.198313903808593]
[62.23004684448242, 13.065615844726562]
[62.092203521728514, 12.210237121582031]
[61.81203842163086, 11.317878723144531]
[61.73210830688477, 10.611094665527343]
[61.571800994873044, 9.562692260742187]
[61.52311325073242, 8.570010375976562]
[61.44702224731445, 7.543489074707031]
[61.42796401977539, 6.368385314941406]
[61.17471084594727, 5.272024536132813]
[61.17835159301758, 4.183445739746094]
[61.34851608276367, 3.042317199707031]
[61.103092193603516, 1.83919677734375]
[61.11302261352539, 0.6964187622070312]
[61.03415451049805, -0.477008056640625]
[60.77513198852539, -1.5739974975585938]
[60.494239044189456, -2.6847557067871093]
[60.36493453979492, -3.967210388183594]
[60.22966384887695, -5.06762924194336]
[60.34907913208008, -6.011362457275391]
[60.23431930541992, -7.207774353027344]
[60.1020622253418, -8.072783660888671]
[60.39984359741211, -8.956490325927735]
[60.289147186279294, -10.23513412475586]
[60.55254440307617, -11.257273101806641]
[60.45507888793945, -12.336566162109374]
[60.43375473022461, -12.704840087890625]
[59.789807891845705, -13.3634765625]
[59.65664291381836, -14.429490661621093]
[59.79185104370117, -15.349444580078124]
[59.71531753540039, -16.579714965820312]
[59.615746307373044, -17.465870666503907]
[59.718118286132814, -18.66020050048828]
[59.71898422241211, -19.762716674804686]
[59.56567535400391, -20.880996704101562]
[59.59039154052734, -22.030215454101562]
[59.60207824707031, -23.139666748046874]
[59.77434158325195, -24.0987548828125]
[59.9001823425293, -25.226167297363283]
[59.908738708496095, -26.34185028076172]
[59.91578826904297, -27.49890899658203]
[59.90917434692383, -28.506878662109376]
[60.03233337402344, -29.573649597167968]
[59.93769989013672, -30.60048904418945]
[59.94013214111328, -31.684145355224608]
[59.99226684570313, -32.7081787109375]
[60.055260467529294, -33.82438354492187]
[60.028376770019534, -34.91226654052734]
[59.935166931152345, -35.94668960571289]
[59.80873336791992, -36.98580093383789]
[59.73806304931641, -37.863687896728514]
[59.728764343261716, -38.91014556884765]
[59.7404899597168, -39.961114501953126]
[59.71731109619141, -40.93657455444336]
[59.690652465820314, -41.96312561035156]
[59.76142578125, -42.90121688842773]
[59.468807983398435, -44.00691146850586]
[59.469566345214844, -44.994136810302734]
[59.349630737304686, -46.01608734130859]
[59.37530364990234, -46.9330451965332]
[59.29595184326172, -47.8913330078125]
[59.39724273681641, -48.90943450927735]
[59.30579376220703, -49.9904052734375]
[59.255252075195315, -51.14321594238281]
[59.212704467773435, -52.14616394042969]
[59.34337463378906, -53.209536743164065]
[59.51905059814453, -54.18339233398437]
[59.671208190917966, -55.23173522949219]
[59.6397705078125, -56.285308837890625]
[59.634133911132814, -57.31576385498047]
[59.71773986816406, -58.01175994873047]
[59.709527587890626, -58.882878112792966]
[59.95095367431641, -59.6136978149414]
[60.06190643310547, -60.372518920898436]
[60.35513000488281, -61.2584945678711]
[60.351541137695314, -62.18197479248047]
[60.553793334960936, -63.16953125]
[60.61174621582031, -64.18427734375]
[60.59183807373047, -65.12784271240234]
[60.6632568359375, -66.05075531005859]
[60.20224609375, -67.01478881835938]
[60.07545623779297, -67.9195327758789]
[60.03011474609375, -68.61714019775391]
[59.98475036621094, -69.4694580078125]
[59.8484390258789, -70.27020721435547]
[59.897711181640624, -71.01221466064453]
[59.7631118774414, -71.74144134521484]
[59.93452606201172, -72.3805923461914]
[59.95021362304688, -72.94307861328124]
[59.960044860839844, -73.49203796386719]
[59.69361114501953, -74.03487091064453]
[59.51442413330078, -74.6491584777832]
[59.440443420410155, -75.08985137939453]
[59.5790512084961, -75.39180297851563]
[59.44187469482422, -75.82258987426758]
[59.09560546875, -76.01619262695313]
[59.010308837890626, -76.32178649902343]
[58.74305267333985, -76.54387512207032]
[58.55370330810547, -76.72162322998047]
[58.21207122802734, -76.89887313842773]
[57.888973999023435, -77.04249649047851]
[57.50192413330078, -77.21382675170898]
[57.218553161621095, -77.30570220947266]
[56.59029998779297, -77.38063049316406]
[56.20711669921875, -77.35493087768555]
[55.845513916015626, -77.37634887695313]
[55.21875152587891, -77.56696166992188]
[54.944732666015625, -77.73196334838867]
[54.07135162353516, -77.76747589111328]
[53.6387939453125, -77.80189819335938]
[52.98293762207031, -77.80139465332032]
[52.46806182861328, -77.83495864868163]
[51.72628326416016, -77.81209564208984]
[50.943765258789064, -77.87871627807617]
[50.484178161621095, -77.82435150146485]
[49.92935485839844, -77.93726119995117]
[49.10040283203125, -77.82639999389649]
[48.294091796875, -77.77429885864258]
[47.78694458007813, -77.8433464050293]
[46.79126129150391, -77.70016555786133]
[45.87369232177734, -77.72081298828125]
[44.75526733398438, -77.59570007324218]
[43.878118896484374, -77.58026428222657]
[42.940879821777344, -77.50917205810546]
[41.719119262695315, -77.43033447265626]
[40.794009399414065, -77.4281005859375]
[39.57335205078125, -77.5098030090332]
[38.42074432373047, -77.7857292175293]
[37.2560317993164, -77.75698547363281]
[36.13272705078125, -77.69683380126953]
[35.09822387695313, -77.75066833496093]
[34.122073364257815, -77.71772155761718]
[32.98485412597656, -77.73006896972656]
[32.01353149414062, -77.68675384521484]
[30.916567993164062, -77.77112426757813]
[29.926327514648438, -77.86943206787109]
[28.913162231445312, -77.70696258544922]
[27.769802856445313, -77.80081024169922]
[26.777960205078124, -77.7489227294922]
[26.368069458007813, -77.86238098144531]
[25.829740905761717, -77.97813110351562]
[24.687510681152343, -77.79237060546875]
[23.306272888183592, -77.92106018066406]
[22.449006652832033, -78.00719604492187]
[21.44142303466797, -78.05315399169922]
[20.38086395263672, -78.15867767333984]
[19.269288635253908, -78.0103530883789]
[18.34204559326172, -78.16010894775391]
[17.164765930175783, -78.14025573730468]
[15.908683776855469, -78.26643600463868]
[14.649436950683594, -78.30541610717773]
[13.731117248535156, -78.26606063842773]
[12.627272033691407, -78.0785301208496]
[11.358305358886719, -78.08749008178711]
[10.26562957763672, -78.05392532348633]
[9.450166320800781, -78.09298934936524]
[8.621910095214844, -78.22134475708008]
[7.259922790527344, -77.90243759155274]
[6.367695617675781, -77.79040908813477]
[5.703312683105469, -77.75300369262695]
[5.603852844238281, -77.94411087036133]
[4.708209228515625, -78.02882843017578]
[4.007080078125, -77.99731140136718]
[3.1656890869140626, -77.94871597290039]
[1.7809188842773438, -77.94893341064453]
[0.8936660766601563, -77.92616348266601]
[-0.100732421875, -77.86022186279297]
[-1.0121978759765624, -78.02640914916992]
[-1.8713180541992187, -77.90847549438476]
[-2.68565673828125, -78.02109069824219]
[-3.704362487792969, -78.00934677124023]
[-4.638499450683594, -77.77851791381836]
[-5.219435119628907, -77.68715591430664]
[-6.1817474365234375, -77.6264434814453]
[-7.136546325683594, -77.72043533325196]
[-8.0767578125, -77.69096603393555]
[-9.014149475097657, -77.55904541015624]
[-9.861982727050782, -77.51301803588868]
[-10.663644409179687, -77.37073593139648]
[-11.403758239746093, -77.31403732299805]
[-12.205911254882812, -77.25907516479492]
[-12.863980102539063, -77.1968864440918]
[-13.51233367919922, -77.14202651977538]
[-14.041401672363282, -76.95711364746094]
[-14.569725036621094, -76.75146713256837]
[-15.086448669433594, -76.52625350952148]
[-15.546575927734375, -76.30472335815429]
[-15.895932006835938, -76.02843551635742]
[-16.16822967529297, -75.64886856079102]
[-16.59064636230469, -75.56287155151367]
[-17.081068420410155, -75.22418899536133]
[-17.46605682373047, -74.95329971313477]
[-17.84772491455078, -74.61514511108399]
[-18.373336791992188, -74.28544540405274]
[-18.429153442382812, -73.80208206176758]
[-18.69770050048828, -73.25304336547852]
[-18.875962829589845, -72.86227493286133]
[-19.074362182617186, -72.28365554809571]
[-19.121363830566406, -72.00390853881837]
[-19.171620178222657, -71.4220100402832]
[-19.28753662109375, -71.04726638793946]
[-19.373027038574218, -70.57821426391601]
[-19.5730224609375, -70.31191177368164]
[-19.273785400390626, -69.98430404663085]
[-19.324107360839843, -69.85542526245118]
[-18.774827575683595, -69.58720321655274]
[-18.626048278808593, -68.86017227172852]
[-18.29156951904297, -68.0968147277832]
[-18.885765075683594, -67.3634033203125]
[-19.211895751953126, -66.67503509521484]
[-19.47077178955078, -66.0213409423828]
[-19.42871551513672, -65.45901489257812]
[-19.674589538574217, -64.80391387939453]
[-19.734974670410157, -64.34183349609376]
[-19.544317626953124, -63.76035003662109]
[-19.743544006347655, -63.23884887695313]
[-19.996533203125, -62.56434326171875]
[-19.832429504394533, -61.96145782470703]
[-20.366012573242188, -61.17874450683594]
[-20.042434692382812, -60.90992279052735]
[-20.364913940429688, -59.8595947265625]
[-20.040623474121094, -59.721990966796874]
[-19.847627258300783, -59.559323120117185]
[-20.863999938964845, -59.114437866210935]
[-20.20720672607422, -58.717796325683594]
[-19.76427459716797, -58.38166198730469]
[-19.986448669433592, -57.98795166015625]
[-19.896189880371093, -57.28556671142578]
[-20.118496704101563, -56.694602966308594]
[-20.130586242675783, -56.19813842773438]
[-20.228118896484375, -55.40117492675781]
[-20.28223876953125, -55.099473571777345]
[-20.31331787109375, -54.39897003173828]
[-20.234690856933593, -53.99810943603516]
[-20.295176696777343, -53.29725875854492]
[-20.10414276123047, -52.86866226196289]
[-20.05909881591797, -52.111837768554686]
[-20.197235107421875, -51.63774185180664]
[-20.14053955078125, -50.86524658203125]
[-19.826327514648437, -50.45398941040039]
[-20.03080596923828, -49.9272964477539]
[-20.103782653808594, -49.18755950927734]
[-20.26542510986328, -48.622886657714844]
[-20.627455139160155, -48.053602600097655]
[-20.77762451171875, -47.435376739501955]
[-21.1239013671875, -46.83317642211914]
[-21.413380432128907, -46.23255157470703]
[-21.135205078125, -45.62096252441406]
[-20.883995056152344, -44.890708923339844]
[-20.69463653564453, -44.18388061523437]
[-20.3358154296875, -43.69231262207031]
[-20.21813201904297, -43.01639022827148]
[-20.251927185058594, -42.46982116699219]
[-20.31036834716797, -41.91175079345703]
[-20.38379669189453, -41.32011413574219]
[-20.13885955810547, -40.767938232421876]
[-20.091091918945313, -39.998164367675784]
[-19.88725891113281, -39.34308013916016]
[-19.829496765136717, -38.56686706542969]
[-19.572050476074217, -38.16524200439453]
