translation_x,translation_y,frame_numbers
13.835817400840446,-1.8171102885165915,frame_000288
14.23997581423435,-1.8682260583396897,frame_000292
14.665222963138191,-1.924659196431593,frame_000296
15.115946446966142,-1.98430416339646,frame_000300
15.588359412142866,-2.04683501803282,frame_000304
16.088211324139326,-2.1145547600868237,frame_000308
16.618974514797625,-2.1856147981858096,frame_000312
17.17490265708026,-2.259560718997021,frame_000316
17.76428027872936,-2.338567046962447,frame_000320
18.381172339040894,-2.42104214069978,frame_000324
19.01907450607488,-2.5071144767819518,frame_000328
19.683056859578965,-2.603050695555865,frame_000332
20.366061519166845,-2.702584146543383,frame_000336
21.06543707266109,-2.804163636463134,frame_000340
21.796563707715315,-2.905743092950161,frame_000344
22.542466621132583,-3.014773986593785,frame_000348
23.2998150078996,-3.1276400301891227,frame_000352
24.075704465876488,-3.240506032090213,frame_000356
24.87707026607503,-3.35337199870261,frame_000360
25.694611978674583,-3.467334723365292,frame_000364
26.53018531209328,-3.5858439468089705,frame_000368
27.39208419207437,-3.708335804143829,frame_000372
28.26819950267279,-3.8337135267646376,frame_000376
29.15599620800759,-3.96350926852524,frame_000380
30.049227853009857,-4.089193823585888,frame_000384
30.94985391309462,-4.211992456633979,frame_000388
31.86749247781145,-4.330501459144938,frame_000392
32.790735867363296,-4.449010429218711,frame_000396
33.717794434129765,-4.566037175162141,frame_000400
34.65035402207865,-4.6789027794997295,frame_000404
35.58291361203244,-4.787400258889166,frame_000408
36.521861162540766,-4.896233171087706,frame_000412
37.47680220218915,-5.009098678138329,frame_000416
38.431743275049314,-5.121964152961074,frame_000420
39.39128269969402,-5.236568752091443,frame_000424
40.36114480748423,-5.355077477728145,frame_000428
41.33100681792048,-5.4782111862043,frame_000432
42.30086882999229,-5.602363138611577,frame_000436
43.27073088870264,-5.7265150635089554,frame_000440
44.246877149674624,-5.85542045237371,frame_000444
45.221560887078766,-5.985215612392853,frame_000448
46.19142299101694,-6.115010742455348,frame_000452
47.1548310143883,-6.239923846491196,frame_000456
48.11723255922859,-6.3662001664216,frame_000460
49.079634113621694,-6.495995190471555,frame_000464
50.04203566779066,-6.620779721687266,frame_000468
51.00443719824816,-6.747184411168873,frame_000472
51.96683869306843,-6.876979325428227,frame_000476
52.9360339342247,-7.006774194142883,frame_000480
53.90274767358606,-7.136569049560212,frame_000484
54.86514941193201,-7.266363892887536,frame_000488
55.82755101305262,-7.396158670126282,frame_000492
56.789952623448215,-7.52344344271114,frame_000496
57.752354257647085,-7.647594878881076,frame_000500
58.71475589958067,-7.777142129174831,frame_000504
59.680645550981296,-7.906936772328781,frame_000508
60.650507569838126,-8.036731376485209,frame_000512
61.62036976276783,-8.177574614867996,frame_000516
62.5902319650129,-8.315888815345103,frame_000520
63.56010675400519,-8.451317108455845,frame_000524
64.53742947129756,-8.581111574018639,frame_000528
65.5032689666843,-8.713801421349539,frame_000532
66.45766298356088,-8.84896316641321,frame_000536
67.39022286519713,-8.973114302393196,frame_000540
68.30279484405047,-9.094241572987066,frame_000544
69.19664330239397,-9.212482967380003,frame_000548
70.06205896917095,-9.3253475446824,frame_000552
70.90663752274119,-9.441364466472365,frame_000556
71.73161817177646,-9.559082466614214,frame_000560
72.51496849685162,-9.666303779544863,frame_000564
73.28530716072201,-9.773525108870668,frame_000568
74.04420043871838,-9.88022304185187,frame_000572
74.78278805571333,-9.981801091469569,frame_000576
75.50334737838325,-10.079969884622964,frame_000580
76.20950791469687,-10.175904694875156,frame_000584
76.89587213676624,-10.271839474791111,frame_000588
77.57288241916473,-10.364236492784844,frame_000592
78.2401990815204,-10.453747632881532,frame_000596
78.88180030652644,-10.538395857316337,frame_000600
79.51370803447166,-10.626710318021424,frame_000604
80.13678398623303,-10.716093007949922,frame_000608
80.74108278340788,-10.800741237010188,frame_000612
81.33534831672671,-10.889184163579248,frame_000616
81.9233548542183,-10.976363776832695,frame_000620
82.50527223622451,-11.049725456082946,frame_000624
83.07163009888524,-11.123087135677144,frame_000628
83.62808358622394,-11.196448814020668,frame_000632
84.1726983630108,-11.26981048698137,frame_000636
84.711956871231,-11.335068884738352,frame_000640
85.24397821070849,-11.398438265164462,frame_000644
85.75875105057945,-11.466156680298967,frame_000648
86.25694536609488,-11.529694996131257,frame_000652
86.74745587855718,-11.58892473253328,frame_000656
87.23238675239509,-11.639713356518364,frame_000660
87.70592553490256,-11.694810562630892,frame_000664
88.17388467766062,-11.749691271877772,frame_000668
88.63643407604664,-11.800479906208288,frame_000672
89.08725168747372,-11.85570559301068,frame_000676
89.5348799960748,-11.912137486537963,frame_000680
89.98250826193137,-11.968569367334725,frame_000684
90.42410107488794,-12.020435755512256,frame_000688
90.8666594655502,-12.073032525091175,frame_000692
91.31428782830234,-12.129464398854047,frame_000696
91.74950509302484,-12.181202283089062,frame_000700
92.18221254260104,-12.2300543086765,frame_000704
92.61492015013852,-12.275199686423552,frame_000708
93.04125214699688,-12.32034503732545,frame_000712
93.46103896612613,-12.363425327720556,frame_000716
93.87136508062214,-12.402927456675238,frame_000720
94.2816912894898,-12.442429593063077,frame_000724
94.68621769870008,-12.479738191487078,frame_000728
95.08162292717468,-12.513597081066465,frame_000732
95.47702816429644,-12.547455966366812,frame_000736
95.87243336491916,-12.57899282791143,frame_000740
96.26783851196332,-12.607208434845491,frame_000744
96.6494740164795,-12.64063196449745,frame_000748
97.02995834104728,-12.674490867900058,frame_000752
97.41044261304354,-12.708349761352435,frame_000756
97.78387217168353,-12.742208665918298,frame_000760
98.15348665364444,-12.776067585276804,frame_000764
98.51905018054258,-12.809926521452365,frame_000768
98.88461358677884,-12.838320612337276,frame_000772
99.25017696913162,-12.869243695776952,frame_000776
99.6157403298582,-12.903102600514122,frame_000780
99.97390914820411,-12.931368202899485,frame_000784
100.33201192594308,-12.95958384269035,frame_000788
100.69011471715592,-12.987799481726912,frame_000792
101.04821774940687,-13.016015148187044,frame_000796
101.40240169489816,-13.04719517701435,frame_000800
101.7530439941268,-13.080847092892336,frame_000804
102.10368630280269,-13.10906273234292,frame_000808
102.45023987575972,-13.14037123110755,frame_000812
102.79342181956356,-13.174565604453008,frame_000816
103.1366038460271,-13.214067783252975,frame_000820
103.47552705383218,-13.253569943741972,frame_000824
103.81186161315864,-13.293999943866377,frame_000828
104.1550434394252,-13.344788594540107,frame_000832
104.50265378302902,-13.39222744819425,frame_000836
104.85407930085766,-13.437965228011054,frame_000840
105.21218203370005,-13.488753830689122,frame_000844
105.58407956972,-13.536064121741491,frame_000848
105.96837554099004,-13.582651130125605,frame_000852
106.3787017627596,-13.639082893230496,frame_000856
106.8128687203228,-13.691907862480578,frame_000860
107.26611139353386,-13.746093631609709,frame_000864
107.75104201322743,-13.819454940333426,frame_000868
108.26066259476652,-13.892816184502152,frame_000872
108.78806630940196,-13.968133018936802,frame_000876
109.34014144919225,-14.05278069808775,frame_000880
109.91775597465492,-14.141292008307444,frame_000884
110.51444636134336,-14.231582853499496,frame_000888
111.1411264623276,-14.321873619790544,frame_000892
111.7889171716089,-14.412164308794903,frame_000896
112.45033606208716,-14.503689705381165,frame_000900
113.12923918679547,-14.59962352659183,frame_000904
113.8244849476474,-14.695557300675732,frame_000908
114.53117622116449,-14.791491042197098,frame_000912
115.25484234152977,-14.887424736158003,frame_000916
115.98412581603507,-14.983358394490546,frame_000920
116.7172244719961,-15.079292032959858,frame_000924
117.45581162724214,-15.1752256486821,frame_000928
118.21176022475773,-15.27991429342482,frame_000932
118.9748705138367,-15.387134278457744,frame_000936
119.7432995571415,-15.494354250933505,frame_000940
120.5176855856111,-15.606080201884804,frame_000944
121.29819844351364,-15.71719468243899,frame_000948
122.08900865458494,-15.824414504179954,frame_000952
122.8859458034658,-15.93163428825376,frame_000956
123.68917975419484,-16.036976933983258,frame_000960
124.5023715932056,-16.13855342379305,frame_000964
125.32815647795717,-16.24489276779584,frame_000968
126.15892021239456,-16.35612351554543,frame_000972
126.99449306647556,-16.47462953906775,frame_000976
127.83006599385226,-16.588244098890435,frame_000980
128.6712815734891,-16.701106843835205,frame_000984
129.52177574339072,-16.813969565698088,frame_000988
130.37890622672995,-16.931852129678965,frame_000992
131.23386970033522,-17.048095482568996,frame_000996
132.08436390501376,-17.160958128562303,frame_001000
132.94166451864595,-17.27382074014367,frame_001004
133.7932974603973,-17.386683348132987,frame_001008
134.6363313704853,-17.499545955735403,frame_001012
135.46541327628407,-17.601854895456142,frame_001016
136.28686488111396,-17.703431074472018,frame_001020
137.10005712513816,-17.80500725438809,frame_001024
137.8846655894357,-17.901178159566513,frame_001028
138.65751410578366,-17.997111174580812,frame_001032
139.4184831607228,-18.093044210018466,frame_001036
140.14287356409994,-18.188977349342377,frame_001040
140.84818824981198,-18.28491053199916,frame_001044
141.53445237532176,-18.380824724622585,frame_001048
142.1909751811377,-18.471114767447727,frame_001052
142.83213681753102,-18.561404851561274,frame_001056
143.45764790190378,-18.651842479141813,frame_001060
144.03956558574492,-18.747775840600596,frame_001064
144.61346323541378,-18.837642547402623,frame_001068
145.17900112848832,-18.92173760455016,frame_001072
145.7161565559972,-18.99509823310599,frame_001076
146.232411805024,-19.06845888788831,frame_001080
146.73066052440674,-19.14222401408888,frame_001084
147.20813198794897,-19.22122796817272,frame_001088
147.67690374402622,-19.29036105880241,frame_001092
148.13734062347112,-19.35296829576507,frame_001096
148.57750948532083,-19.420685854694767,frame_001100
149.00411935755088,-19.48498468990959,frame_001104
149.4201581366293,-19.547720481792545,frame_001108
149.8230244049014,-19.61543808948668,frame_001112
150.22120137407092,-19.676061266748064,frame_001116
150.6145190895724,-19.73170263890139,frame_001120
150.9950041779706,-19.78249066701881,frame_001124
151.37062977942034,-19.84063009659767,frame_001128
151.74244013053644,-19.901786214847476,frame_001132
152.10800390420331,-19.95821743668425,frame_001136
152.46853858239976,-20.014648682197883,frame_001140
152.82664202397928,-20.071079933020982,frame_001144
153.18474531026553,-20.127511156898997,frame_001148
153.53764951690633,-20.18000974128841,frame_001152
153.88673852476524,-20.231973030499827,frame_001156
154.22992068232202,-20.288404257153942,frame_001160
154.56773388018573,-20.344835485561337,frame_001164
154.90173195668288,-20.39996298136368,frame_001168
155.22999334306567,-20.450751043740013,frame_001172
155.55825442561658,-20.50572864733096,frame_001176
155.88651543628686,-20.560727649691064,frame_001180
156.21477654556398,-20.61151566141432,frame_001184
156.53732927154155,-20.6623037108803,frame_001188
156.8581301189648,-20.711531077410328,frame_001192
157.17893083656355,-20.75667589547377,frame_001196
157.4997316468042,-20.80182072062617,frame_001200
157.81829937120463,-20.84865470958796,frame_001204
158.13163972926108,-20.89944276486013,frame_001208
158.44497995471184,-20.950230796614733,frame_001212
158.75591713086834,-21.001018819141805,frame_001216
159.06179664540406,-21.05180683380477,frame_001220
159.367676343084,-21.097891399049924,frame_001224
159.67355612968748,-21.1449823295922,frame_001228
159.97943601570856,-21.19577038105388,frame_001232
160.29170361237198,-21.241726436855867,frame_001236
160.60504367148212,-21.28894577724082,frame_001240
160.9183836983232,-21.33973375007393,frame_001244
161.2382814775087,-21.390521691599847,frame_001248
161.56781939584604,-21.44571568435942,frame_001252
161.91100134751397,-21.50778997551565,frame_001256
162.2676389023007,-21.56986426167059,frame_001260
162.6319066208596,-21.634270010868413,frame_001264
163.00493037865903,-21.70198738997852,frame_001268
163.38485176170803,-21.764487407783623,frame_001272
163.77184054092172,-21.826561551614827,frame_001276
164.16724602454102,-21.88863567541276,frame_001280
164.56265127839444,-21.95070975833509,frame_001284
164.96490064422193,-22.012783829031477,frame_001288
165.37522708375022,-22.07485788798297,frame_001292
165.8000277035145,-22.14240616227025,frame_001296
166.2252750428181,-22.207406434891716,frame_001300
166.65052249205706,-22.26948043317577,frame_001304
167.0905838537816,-22.337157121528293,frame_001308
167.53451384449474,-22.4020288434956,frame_001312
167.98225899967554,-22.464190763448872,frame_001316
168.4373484856451,-22.531907856919357,frame_001320
168.9003009171492,-22.599624903234275,frame_001324
169.37059734491567,-22.66755840314072,frame_001328
169.84806805285066,-22.74091857546189,frame_001332
170.33374149227672,-22.81117637806244,frame_001336
170.82658917321547,-22.879238247955385,frame_001340
171.32644120612204,-22.95259830738989,frame_001344
171.83910697520486,-23.02595832882973,frame_001348
172.36134059488097,-23.09931832177632,frame_001352
172.88357431605814,-23.17267831337819,frame_001356
173.4102489786528,-23.24939753954092,frame_001360
173.93914727135638,-23.327798760521564,frame_001364
174.46138112620548,-23.40115873783689,frame_001368
174.9836150399918,-23.478006457033327,frame_001372
175.50681455846163,-23.55627924171329,frame_001376
176.03650886017795,-23.62963915900986,frame_001380
176.56142225255073,-23.702999059251383,frame_001384
177.08252041840828,-23.77635895465008,frame_001388
177.59729367722832,-23.84971887632528,frame_001392
178.11206711294335,-23.919334127530018,frame_001396
178.62423007808124,-23.98408891313972,frame_001400
179.12408252170013,-24.03487609229447,frame_001404
179.6136941750471,-24.08566330688683,frame_001408
180.09715060641005,-24.13533474294296,frame_001412
180.57462149142657,-24.18047876455631,frame_001416
181.0468017949049,-24.2256227554336,frame_001420
181.51352195470992,-24.26952249358498,frame_001424
181.96861140961076,-24.309023379008487,frame_001428
182.41278045665717,-24.34439417756411,frame_001432
182.84750420433372,-24.37550641561759,frame_001436
183.26529054110364,-24.39807773829973,frame_001440
183.66618720050263,-24.41213201279928,frame_001444
184.05365370526516,-24.421915867069327,frame_001448
184.4192165797737,-24.4275577691101,frame_001452
184.77318023634496,-24.42881272606794,frame_001456
185.1216681396394,-24.42555220851048,frame_001460
185.46484999164417,-24.41426466731345,frame_001464
185.79012315759317,-24.40297721833181,frame_001468
186.1085994438008,-24.393447930697334,frame_001472
186.421939346156,-24.38780367672005,frame_001476
186.72300049352256,-24.382159491748347,frame_001480
187.0214196040498,-24.372742081610436,frame_001484
187.31983853217335,-24.35581149873398,frame_001488
187.61194813667512,-24.33410849502578,frame_001492
187.9108985082595,-24.31757996561472,frame_001496
188.22423810979288,-24.31193567824337,frame_001500
188.5699739418434,-24.31119224790787,frame_001504
188.93761947380008,-24.317621689848373,frame_001508
189.33302476161023,-24.33454993560166,frame_001512
189.7749731285901,-24.356507409906712,frame_001516
190.24362768226936,-24.3790786052156,frame_001520
190.7434798360673,-24.401649705936457,frame_001524
191.29106416487176,-24.45000993352953,frame_001528
191.86218107506284,-24.500796741567903,frame_001532
192.4590196154672,-24.55158345273159,frame_001536
193.1047786304543,-24.61294258240745,frame_001540
193.773900563358,-24.680073300777146,frame_001544
194.4677253527316,-24.75343239516463,frame_001548
195.1830260292808,-24.832206223032475,frame_001552
195.9062591683343,-24.91120842905201,frame_001556
196.63738703874105,-24.990210622364604,frame_001560
197.36851492043425,-25.069212793766525,frame_001564
198.10332569089672,-25.151000822490705,frame_001568
198.8418759593337,-25.23561753117702,frame_001572
199.57300344002863,-25.3146196025708,frame_001576
200.2964251612267,-25.396536067700925,frame_001580
201.0120090063741,-25.481338375989765,frame_001584
201.70583368026612,-25.571626832371575,frame_001588
202.39965868125523,-25.65582963016875,frame_001592
203.0923516652905,-25.73454629456012,frame_001596
203.76379521867088,-25.80790529141244,frame_001600
204.4226608415113,-25.88443561250113,frame_001604
205.0700809090281,-25.962195938267087,frame_001608
205.69676206335453,-26.02426876283157,frame_001612
206.3103554875243,-26.083041787672936,frame_001616
206.913937345738,-26.13947140927223,frame_001620
207.5107758794945,-26.195901047349903,frame_001624
208.0894855809379,-26.2523307741981,frame_001628
208.6538217036033,-26.308089659405123,frame_001632
209.19843683158135,-26.358876279018737,frame_001636
209.7383497046732,-26.41677633171848,frame_001640
210.27022015685785,-26.47725055960925,frame_001644
210.7700722403856,-26.528037295438185,frame_001648
211.25043635272837,-26.578824076894712,frame_001652
211.71799307103836,-26.631466575582863,frame_001656
212.17308234933307,-26.693539801205944,frame_001660
212.61808786538367,-26.74798571664668,frame_001664
213.05406653924595,-26.798772635156755,frame_001668
213.4718533860521,-26.84955963344447,frame_001672
213.8740054194988,-26.90428882548795,frame_001676
214.26314568376964,-26.95716476520569,frame_001680
214.62870927915816,-26.996665614561085,frame_001684
214.98889129227635,-27.040237065777603,frame_001688
215.3452581068287,-27.085381092262185,frame_001692
215.69590060818248,-27.130525135036574,frame_001696
216.04099178438656,-27.175669193223776,frame_001700
216.3803618572597,-27.22081327731337,frame_001704
216.7086231760667,-27.265957421440508,frame_001708
217.0311633823817,-27.30677405216297,frame_001712
217.34988847082963,-27.34784526045933,frame_001716
217.66322899714987,-27.392989469140257,frame_001720
217.9588962042276,-27.43813370337741,frame_001724
218.2476092728432,-27.48157929647171,frame_001728
218.5311076371978,-27.52108041014927,frame_001732
218.7964236531958,-27.55599713856513,frame_001736
219.0406320030083,-27.58985525034582,frame_001740
219.2495255434885,-27.6237134674591,frame_001744
219.3961118540119,-27.643433043884613,frame_001748
219.51488795468663,-27.66231765533516,frame_001752
219.60441333708056,-27.684889928209717,frame_001756
219.66833689369344,-27.69777950611233,frame_001760
219.72251011528783,-27.698645263449627,frame_001764
219.76727250237315,-27.68171554192908,frame_001768
219.805464706836,-27.62999667052416,frame_001772
219.83984161861972,-27.5602896180951,frame_001776
219.86968286659737,-27.469998803187632,frame_001780
219.90626431513343,-27.328724404946705,frame_001784
219.94356599911012,-27.163273851402863,frame_001788
219.98086765585063,-26.971406056813176,frame_001792
220.0181692522192,-26.74295047692916,frame_001796
220.0587355214678,-26.49429415957564,frame_001800
220.1034974362242,-26.22342202397239,frame_001804
220.1553388735657,-25.915062750789723,frame_001808
220.20756110561268,-25.59169868391205,frame_001812
220.25978362231584,-25.253108578257425,frame_001816
220.3120057935733,-24.892583373272423,frame_001820
220.36783226493907,-24.51506203889394,frame_001824
220.427514656238,-24.12004021085919,frame_001828
220.48719751660516,-23.70256949456281,frame_001832
220.55065458421203,-23.276410383629035,frame_001836
220.61779778796333,-22.841496263767603,frame_001840
220.6849407793548,-22.3843996403052,frame_001844
220.75208392358576,-21.92133631771676,frame_001848
220.8192271936932,-21.45227536524764,frame_001852
220.88637021484004,-20.966962939352225,frame_001856
220.95351324089373,-20.47853868914989,frame_001860
221.0206562712423,-19.986519662246124,frame_001864
221.08779930611684,-19.47863459776199,frame_001868
221.15922643826065,-18.970749552103268,frame_001872
221.2338304300875,-18.46238156576653,frame_001876
221.30843398767283,-17.948853339970462,frame_001880
221.3785838725613,-17.431956359476715,frame_001884
221.4465352677426,-16.912173574282708,frame_001888
221.52113918896856,-16.38735906857577,frame_001892
221.595743145492,-15.86254457133392,frame_001896
221.670347134075,-15.337730081217508,frame_001900
221.7449511915847,-14.812915603898803,frame_001904
221.81955510452343,-14.288101124496013,frame_001908
221.89301088890917,-13.764155007544309,frame_001912
221.96015398136169,-13.244983700912062,frame_001916
222.0272976152113,-12.710795715799865,frame_001920
222.09444144837897,-12.171045471922348,frame_001924
222.16158494083945,-11.64058788095873,frame_001928
222.21846263985577,-11.117895622642411,frame_001932
222.27217320794225,-10.597599107256316,frame_001936
222.3318566002855,-10.07278472830362,frame_001940
222.402145815204,-9.55599258507009,frame_001944
222.4717776931953,-9.04497208189312,frame_001948
222.5240006272117,-8.542730387223118,frame_001952
222.5871692991801,-8.040488698893544,frame_001956
222.65248629713903,-7.54101150092368,frame_001960
222.71217022298745,-7.050056158564381,frame_001964
222.7662112616457,-6.563368876349507,frame_001968
222.8204315295304,-6.079567413749621,frame_001972
222.880115231882,-5.5998984092684,frame_001976
222.9339867934084,-5.120229421065504,frame_001980
222.98621029249867,-4.645477984982177,frame_001984
223.03843371546765,-4.1827384973007335,frame_001988
223.0906571139,-3.71547401585495,frame_001992
223.1428805654015,-3.2488590259783674,frame_001996
223.1951041465485,-2.786119554522534,frame_002000
223.2473278428488,-2.3280335595532278,frame_002004
223.29955156202092,-1.870937262849848,frame_002008
223.35177527799385,-1.4138409697732048,frame_002012
223.41032121739892,-0.9615266227675384,frame_002016
223.467329145271,-0.5141226879630292,frame_002020
223.5195530887728,-0.0739559001000089,frame_002024
223.57177688141056,0.3613004729643309,frame_002028
223.6240008647963,0.7979771509523185,frame_002032
223.67622519387635,1.2381439283105582,frame_002036
223.7284489434181,1.6631940601333322,frame_002040
223.78067298198036,2.08643133713517,frame_002044
223.83289754879132,2.509668615149283,frame_002048
223.89878460382263,2.9277385296673044,frame_002052
223.95955740723988,3.3429226245902077,frame_002056
224.0117813794083,3.754873555970564,frame_002060
224.07100663542477,4.161528657835963,frame_002064
224.1340471935532,4.565297939156899,frame_002068
224.20119244561275,4.9659625251473525,frame_002072
224.2611665938108,5.372051397723338,frame_002076
224.32437713025428,5.778359137417042,frame_002080
224.3915222888829,6.184666868624796,frame_002084
224.4513263804192,6.590974593884575,frame_002088
224.507315397022,6.997282321165029,frame_002092
224.5595396628852,7.4035900504608145,frame_002096
224.61176351400115,7.809897758867084,frame_002100
224.6639873027578,8.210357696196978,frame_002104
224.7164312297252,8.60537906434843,frame_002108
224.7761164662253,9.000400454439221,frame_002112
224.83983677342448,9.392369473107632,frame_002116
224.9069820225505,9.781747663452489,frame_002120
224.97412739179595,10.171125850120834,frame_002124
225.04547780453052,10.563684840372614,frame_002128
225.1195235556858,10.95870615675818,frame_002132
225.18666837872303,11.353727457767269,frame_002136
225.24943849882249,11.755367357387549,frame_002140
225.30985306009345,12.160571118242574,frame_002144
225.3769983988955,12.555592423792769,frame_002148
225.439598897944,12.947175970434268,frame_002152
225.4992837738478,13.33587370095524,frame_002156
225.55896860436053,13.719608673654363,frame_002160
225.61393866785951,14.103343644628977,frame_002164
225.6672323069959,14.484651957908234,frame_002168
225.7269171873019,14.85145742884622,frame_002172
225.7866019921376,15.218262888493609,frame_002176
225.84504758164172,15.585068346340734,frame_002180
225.89727213256583,15.95187382504226,frame_002184
225.9494968071193,16.31485613695549,frame_002188
226.0003125223423,16.67708428970811,frame_002192
226.0450770076898,17.043889801688817,frame_002196
226.0846172703945,17.402792042115372,frame_002200
226.12350020643507,17.758311241826192,frame_002204
226.16826481394463,18.11383043132409,frame_002208
226.20763506043767,18.461189386443287,frame_002212
226.2466875538252,18.805422230832203,frame_002216
226.2914518724941,19.14965506395475,frame_002220
226.33621622672055,19.49388789599266,frame_002224
226.38098059335948,19.83812072611783,frame_002228
226.42574496084157,20.182353551785823,frame_002232
226.47050946959416,20.51791228597093,frame_002236
226.51109709815336,20.850858805837337,frame_002240
226.5409404736472,21.183805339138317,frame_002244
226.5766872430335,21.507820793648637,frame_002248
226.60947434191928,21.81923192608897,frame_002252
226.63185712228324,22.107033177014998,frame_002256
226.64816578307392,22.325924535799118,frame_002260
226.66065920132155,22.49969202557828,frame_002264
226.6681204108354,22.612555284561825,frame_002268
226.66309445781343,22.682916386762628,frame_002272
226.658231959328,22.733200484323444,frame_002276
226.6582320228149,22.76141629296079,frame_002280
226.6389928338809,22.770228454783577,frame_002284
226.62214711374796,22.771684511481396,frame_002288
226.61468663999275,22.766041374908674,frame_002292
226.6006435646208,22.76039829499643,frame_002296
226.585722952782,22.754755215655088,frame_002300
226.5708022394492,22.74911212556412,frame_002304
226.54237589144148,22.74857694427404,frame_002308
226.50010430867687,22.74857710318023,frame_002312
226.44042082997527,22.748577324670176,frame_002316
226.3530465788308,22.759050291576425,frame_002320
226.25368914270163,22.770336952332357,frame_002324
226.1417824358586,22.781623671483885,frame_002328
226.0156906106851,22.798275229961508,frame_002332
225.87507411387847,22.817812648869,frame_002336
225.7184043716569,22.84038581538158,frame_002340
225.54720991742423,22.868452303175303,frame_002344
225.36838511603617,22.89666869497724,frame_002348
225.1818733533081,22.924885109381695,frame_002352
224.97306516166404,22.958723355230397,frame_002356
224.76038499976343,22.995447411119795,frame_002360
224.5436064221201,23.034950220567,frame_002364
224.30487128978527,23.07445313034256,frame_002368
224.06613628571787,23.11096318080457,frame_002372
223.82677863356656,23.144587429960712,frame_002376
223.5731226251214,23.17280407798188,frame_002380
223.3194665702433,23.2072634125619,frame_002384
223.0653292402475,23.2464023827388,frame_002388
222.80421239233135,23.28026218714797,frame_002392
222.54739183138983,23.31412196969141,frame_002396
222.2937353295696,23.349459144614528,frame_002400
222.0400791344985,23.40024844207568,frame_002404
221.7774902202126,23.44428117121128,frame_002408
221.5097335362373,23.485026021661632,frame_002412
221.2486166070341,23.535815325394267,frame_002416
220.982863700984,23.586604656888557,frame_002420
220.71428644758663,23.636644598794884,frame_002424
