[0.0, 0.0]
[-0.6924285888671875, 1.4533676147460937]
[-0.5685638427734375, 1.5210662841796876]
[-0.5199432373046875, 1.6191200256347655]
[-0.46857147216796874, 1.741936492919922]
[-0.6574859619140625, 1.794479751586914]
[-0.63905029296875, 1.8550155639648438]
[-0.6375, 1.9397506713867188]
[-0.5874725341796875, 1.9986804962158202]
[-0.75498046875, 2.0428707122802736]
[-0.7440338134765625, 2.1314083099365235]
[-0.7856735229492188, 2.1737350463867187]
[-0.7097274780273437, 2.258892822265625]
[-0.733984375, 2.3761539459228516]
[-0.7984298706054688, 2.455098342895508]
[-0.6738739013671875, 2.5776077270507813]
[-0.66268310546875, 2.66580810546875]
[-0.605291748046875, 2.7823890686035155]
[-0.6694717407226562, 2.8471141815185548]
[-0.722406005859375, 2.894786071777344]
[-0.7387191772460937, 2.983843994140625]
[-0.7373550415039063, 3.0758853912353517]
[-0.7303253173828125, 3.1700977325439452]
[-0.728070068359375, 3.2640872955322267]
[-0.815582275390625, 3.351804733276367]
[-0.828759765625, 3.4327468872070312]
[-0.7556915283203125, 3.534897232055664]
[-0.82587890625, 3.6181571960449217]
[-0.825848388671875, 3.7080554962158203]
[-0.81939697265625, 3.7967761993408202]
[-0.8624053955078125, 3.8691265106201174]
[-0.9468002319335938, 3.9310630798339843]
[-0.8636947631835937, 4.04510612487793]
[-0.85634765625, 4.128304290771484]
[-0.6883651733398437, 4.152089309692383]
[-0.6801010131835937, 4.242078018188477]
[-0.68912353515625, 4.322330474853516]
[-0.689959716796875, 4.414134216308594]
[-0.69573974609375, 4.5030570983886715]
[-0.7039505004882812, 4.58888053894043]
[-0.8319107055664062, 4.623728179931641]
[-0.8401718139648438, 4.71020736694336]
[-0.8463485717773438, 4.792317962646484]
[-0.8553390502929688, 4.8872428894042965]
[-0.803045654296875, 4.960440063476563]
[-0.85855712890625, 5.072111511230469]
[-0.8661941528320313, 5.164628601074218]
[-0.94185791015625, 5.244467926025391]
[-1.0354705810546876, 5.343613815307617]
[-1.0386703491210938, 5.439323806762696]
[-1.04305419921875, 5.5348876953125]
[-1.0387451171875, 5.636355590820313]
[-1.0343093872070312, 5.726238250732422]
[-1.03309326171875, 5.821348190307617]
[-0.9850845336914062, 5.908030319213867]
[-1.0135467529296875, 6.016763687133789]
[-1.0145889282226563, 6.12145881652832]
[-1.0404296875, 6.2206470489501955]
[-0.986920166015625, 6.236747360229492]
[-0.9374847412109375, 6.347868728637695]
[-0.9395278930664063, 6.477592086791992]
[-0.981304931640625, 6.601890182495117]
[-0.9922515869140625, 6.7507270812988285]
[-0.9817718505859375, 6.845986175537109]
[-1.0229446411132812, 7.000075912475586]
[-1.0218338012695312, 7.1233360290527346]
[-0.9796005249023437, 7.255827331542969]
[-1.0960617065429688, 7.4000244140625]
[-1.0366287231445312, 7.500115966796875]
[-1.0412078857421876, 7.628349304199219]
[-1.0635971069335937, 7.766441345214844]
[-1.0121124267578125, 7.886541748046875]
[-1.0075027465820312, 8.013265228271484]
[-1.0385635375976563, 8.168080139160157]
[-1.0377410888671874, 8.277381134033202]
[-1.0087661743164062, 8.380872344970703]
[-1.0700851440429688, 8.511251831054688]
[-1.130316162109375, 8.645365905761718]
[-1.0683670043945312, 8.686415863037109]
[-1.0227615356445312, 8.81964111328125]
[-0.99803466796875, 8.955039978027344]
[-0.9904190063476562, 9.080318450927734]
[-1.0031112670898437, 9.227328491210937]
[-1.0406890869140626, 9.35247802734375]
[-1.0354995727539062, 9.465093994140625]
[-1.07081298828125, 9.582315063476562]
[-1.1196197509765624, 9.669017028808593]
[-0.984600830078125, 9.766856384277343]
[-0.8359848022460937, 9.918938446044923]
[-0.7106338500976562, 10.001825714111328]
[-0.7384201049804687, 10.095520782470704]
[-0.751220703125, 10.186384582519532]
[-0.7046875, 10.312123870849609]
[-0.70103759765625, 10.427104949951172]
[-0.7363983154296875, 10.563191223144532]
[-0.7330291748046875, 10.673243713378906]
[-0.7260665893554688, 10.762869262695313]
[-0.7241622924804687, 10.87767333984375]
[-0.6651336669921875, 10.936251831054687]
[-0.7217361450195312, 11.043805694580078]
[-0.7184326171875, 11.167759704589844]
[-0.7590927124023438, 11.279258728027344]
[-0.7567962646484375, 11.403619384765625]
[-0.6937484741210938, 11.55124282836914]
[-0.689031982421875, 11.680117797851562]
[-0.6748428344726562, 11.777908325195312]
[-0.6748397827148438, 11.914804840087891]
[-0.664544677734375, 12.054586029052734]
[-0.660845947265625, 12.188531494140625]
[-0.6559799194335938, 12.311086273193359]
[-0.644085693359375, 12.452764129638672]
[-0.6371246337890625, 12.593655395507813]
[-0.733978271484375, 12.748511505126952]
[-0.7052978515625, 12.84344482421875]
[-0.6464569091796875, 12.98328857421875]
[-0.6441604614257812, 13.125994873046874]
[-0.6441986083984375, 13.269864654541015]
[-0.6025588989257813, 13.44976577758789]
[-0.6045989990234375, 13.512256622314453]
[-0.6602630615234375, 13.626298522949218]
[-0.651641845703125, 13.78050537109375]
[-0.6610824584960937, 13.926751708984375]
[-0.6832168579101563, 14.068385314941406]
[-0.7344879150390625, 14.238087463378907]
[-0.7336624145507813, 14.381339263916015]
[-0.7383193969726562, 14.528726959228516]
[-0.7473495483398438, 14.620897674560547]
[-0.743475341796875, 14.775518798828125]
[-0.7335250854492188, 14.92877655029297]
[-0.72080078125, 15.074577331542969]
[-0.7026748657226562, 15.227989959716798]
[-0.670672607421875, 15.381228637695312]
[-0.6358840942382813, 15.53005142211914]
[-0.64423828125, 15.6926025390625]
[-0.6175064086914063, 15.843827056884766]
[-0.5782806396484375, 16.003089904785156]
[-0.5461288452148437, 16.162479400634766]
[-0.5041488647460938, 16.32824249267578]
[-0.4857696533203125, 16.47853012084961]
[-0.45950469970703123, 16.632437896728515]
[-0.36924896240234373, 16.786319732666016]
[-0.3886444091796875, 16.949927520751952]
[-0.3585296630859375, 17.11411895751953]
[-0.39759674072265627, 17.250553131103516]
[-0.3543609619140625, 17.3923095703125]
[-0.36373138427734375, 17.568252563476562]
[-0.30174102783203127, 17.738865661621094]
[-0.24205322265625, 17.94691162109375]
[-0.2308990478515625, 18.15190887451172]
[-0.1857177734375, 18.3197021484375]
[-0.10387420654296875, 18.482484436035158]
[-0.15166778564453126, 18.644061279296874]
[-0.14153289794921875, 18.816407775878908]
[-0.140582275390625, 19.046702575683593]
[-0.1105560302734375, 19.218128967285157]
[-0.0879913330078125, 19.378973388671874]
[-0.03551177978515625, 19.570096588134767]
[0.05689697265625, 19.731483459472656]
[0.11627197265625, 19.908845520019533]
[0.1561431884765625, 20.083338928222656]
[0.2212127685546875, 20.234896087646483]
[0.23143768310546875, 20.400377655029295]
[0.25545806884765626, 20.597077941894533]
[0.2372314453125, 20.727162170410157]
[0.28791961669921873, 20.884738159179687]
[0.2260101318359375, 21.006744384765625]
[0.2156158447265625, 21.113267517089845]
[0.1888824462890625, 21.27506103515625]
[0.20691375732421874, 21.422727203369142]
[0.179791259765625, 21.596904754638672]
[0.06384429931640626, 21.67503967285156]
[-0.0788421630859375, 21.73488845825195]
[-0.10773773193359375, 21.77565994262695]
[-0.13991241455078124, 21.844506072998048]
[-0.09460601806640626, 21.948548126220704]
[-0.072772216796875, 22.01845703125]
[0.00229644775390625, 22.144171142578124]
[0.048992919921875, 22.195518493652344]
[0.10645904541015624, 22.274658966064454]
[0.1509429931640625, 22.34180450439453]
[0.17523193359375, 22.381450653076172]
[0.2026947021484375, 22.41916275024414]
[0.21914215087890626, 22.45204315185547]
[0.2839813232421875, 22.469219207763672]
[0.3455047607421875, 22.523851013183595]
[0.40119476318359376, 22.581012725830078]
[0.43056640625, 22.621588134765624]
[0.43658447265625, 22.647142028808595]
[0.46916961669921875, 22.705239868164064]
[0.5617401123046875, 22.763571166992186]
[0.6457626342773437, 22.815994262695312]
[0.7116592407226563, 22.888652038574218]
[0.7532608032226562, 22.93493194580078]
[0.7748992919921875, 22.955360412597656]
[0.8339263916015625, 23.067572784423827]
[0.8991439819335938, 23.129827117919923]
[0.9676620483398437, 23.169422912597657]
[1.0028045654296875, 23.269214630126953]
[1.1107589721679687, 23.42129135131836]
[1.2267730712890625, 23.495811462402344]
[1.2140426635742188, 23.577433013916014]
[1.2807373046875, 23.6545654296875]
[1.44515380859375, 23.800251007080078]
[1.5483184814453126, 23.8046516418457]
[1.8104446411132813, 23.962688446044922]
[1.7479141235351563, 24.069599151611328]
[1.7408309936523438, 24.248861694335936]
[1.8687591552734375, 24.335228729248048]
[1.95667724609375, 24.37490234375]
[1.977032470703125, 24.391765594482422]
[2.102783203125, 24.461771392822264]
[2.3914581298828126, 24.632398223876955]
[2.4897216796875, 24.719806671142578]
[2.68438720703125, 24.845616149902344]
[2.863995361328125, 25.069280242919923]
[2.980815124511719, 25.205419921875]
[3.1149871826171873, 25.341107177734376]
[3.23956298828125, 25.4776123046875]
[3.3695724487304686, 25.636157989501953]
[3.4851913452148438, 25.783969116210937]
[3.5974197387695312, 25.98031692504883]
[3.636912536621094, 26.124072265625]
[3.7948760986328125, 26.306712341308593]
[3.9139968872070314, 26.45397186279297]
[4.080331420898437, 26.642496490478514]
[4.199118041992188, 26.735331726074218]
[4.310110473632813, 26.904434204101562]
[4.427272033691406, 27.048799133300783]
[4.441139221191406, 27.16250686645508]
[4.556336975097656, 27.28030776977539]
[4.653675842285156, 27.411915588378907]
[4.748989868164062, 27.55014114379883]
[4.706886291503906, 27.663393402099608]
[4.79447021484375, 27.768508911132812]
[4.887350463867188, 27.888363647460938]
[4.986642456054687, 28.021346282958984]
[5.016500854492188, 28.108143615722657]
[5.031594848632812, 28.20409240722656]
[5.172694396972656, 28.232881164550783]
[5.309019470214844, 28.404854583740235]
[5.412362670898437, 28.58582305908203]
[5.511137390136719, 28.721013641357423]
[5.6699951171875, 28.789990234375]
[5.786517333984375, 28.880846405029295]
[5.968260192871094, 28.890193939208984]
[6.012567138671875, 29.055331420898437]
[6.044468688964844, 29.22617416381836]
[6.112969970703125, 29.35227737426758]
[6.211520385742188, 29.48517303466797]
[6.244557189941406, 29.59313507080078]
[6.305548095703125, 29.68857650756836]
[6.40731201171875, 29.829149627685545]
[6.609266662597657, 29.94302978515625]
[6.772129821777344, 30.089557647705078]
[6.869038391113281, 30.260811614990235]
[6.724932861328125, 30.276936340332032]
[6.872885131835938, 30.45968017578125]
[6.943931579589844, 30.54765090942383]
[7.109916687011719, 30.695996856689455]
[7.290769958496094, 30.875852966308592]
[7.388339233398438, 31.002701568603516]
[7.492335510253906, 31.08659896850586]
[7.5927978515625, 31.20303268432617]
[7.789772033691406, 31.2708740234375]
[7.811607360839844, 31.331015014648436]
[7.906336975097656, 31.4254508972168]
[7.907595825195313, 31.51004867553711]
[8.0393310546875, 31.580030059814455]
[8.1587158203125, 31.703096771240233]
[8.176353454589844, 31.761540985107423]
[8.296426391601562, 31.882515716552735]
[8.53524169921875, 31.95931625366211]
[8.549589538574219, 32.1405746459961]
[8.54837646484375, 32.23321380615234]
[8.599884033203125, 32.363111877441405]
[8.706268310546875, 32.476138305664065]
[8.951234436035156, 32.59487686157227]
[9.126058959960938, 32.745442962646486]
[9.196527099609375, 32.868177032470705]
[9.337165832519531, 33.0264389038086]
[9.45751953125, 33.147525024414065]
[9.659637451171875, 33.305859375]
[9.671786499023437, 33.42652282714844]
[9.835798645019532, 33.55198364257812]
[9.948684692382812, 33.74039077758789]
[10.053790283203124, 33.887535858154294]
[10.166879272460937, 33.98906326293945]
[10.284432983398437, 34.13246154785156]
[10.329299926757812, 34.322515869140624]
[10.507533264160156, 34.46229705810547]
[10.6293701171875, 34.56742630004883]
[10.83135528564453, 34.70653457641602]
[10.9690185546875, 34.8618881225586]
[11.075791931152343, 34.99779434204102]
[11.166766357421874, 35.08174591064453]
[11.250442504882812, 35.20426254272461]
[11.370309448242187, 35.34062805175781]
[11.481869506835938, 35.46159133911133]
[11.5975341796875, 35.58965911865234]
[11.598147583007812, 35.71439056396484]
[11.687393188476562, 35.89263763427734]
[11.733253479003906, 35.99916000366211]
[11.924885559082032, 36.14454040527344]
[12.038735961914062, 36.28260345458985]
[12.154989624023438, 36.37284698486328]
[12.287400817871093, 36.51808471679688]
[12.37177734375, 36.65949249267578]
[12.467222595214844, 36.75839767456055]
[12.59169921875, 36.90223770141601]
[12.726649475097656, 37.06509780883789]
[12.8137451171875, 37.15147399902344]
[12.991744995117188, 37.2947883605957]
[13.114143371582031, 37.43825073242188]
[13.255952453613281, 37.56619491577148]
[13.376828002929688, 37.777140045166014]
[13.458441162109375, 37.899071502685544]
[13.605545043945312, 38.01212615966797]
[13.734407043457031, 38.101993560791016]
[13.776400756835937, 38.2446891784668]
[14.044857788085938, 38.383399963378906]
[14.156605529785157, 38.50992431640625]
[14.296075439453125, 38.624742889404295]
[14.427333068847656, 38.788780975341794]
[14.542195129394532, 38.91457824707031]
[14.525363159179687, 39.049198150634766]
[14.573971557617188, 39.1649055480957]
[14.773017883300781, 39.29717254638672]
[14.858200073242188, 39.403568267822266]
[15.149015808105469, 39.6006477355957]
[15.35949249267578, 39.74241333007812]
[15.48128662109375, 39.919091033935544]
[15.744764709472657, 40.03415985107422]
[15.794754028320312, 40.25685577392578]
[15.87958984375, 40.34968795776367]
[15.95788116455078, 40.50885925292969]
[16.111317443847657, 40.63668594360352]
[16.355679321289063, 40.79760589599609]
[16.445828247070313, 40.89935836791992]
[16.6283935546875, 41.1204231262207]
[16.653466796875, 41.19132614135742]
[16.78246612548828, 41.338584899902344]
[16.875102233886718, 41.509507751464845]
[16.92537078857422, 41.67916717529297]
[17.02000274658203, 41.79454727172852]
[17.155506896972657, 41.945126342773435]
[17.23094787597656, 42.050513458251956]
[17.357350158691407, 42.14230194091797]
[17.542066955566405, 42.30445022583008]
[17.71977844238281, 42.47786407470703]
[17.770042419433594, 42.6068733215332]
[17.850173950195312, 42.75947875976563]
[17.90190887451172, 42.88459701538086]
[18.0265625, 43.07870712280273]
[18.105419921875, 43.24607925415039]
[18.234808349609374, 43.338043212890625]
[18.318826293945314, 43.511296081542966]
[18.419270324707032, 43.638162231445314]
[18.463775634765625, 43.83617935180664]
[18.560118103027342, 43.97821197509766]
[18.538865661621095, 44.11637649536133]
[18.662435913085936, 44.202946472167966]
[18.808116149902343, 44.40822906494141]
[18.809201049804688, 44.58039016723633]
[18.918299865722656, 44.75883178710937]
[18.944801330566406, 44.896429443359374]
[18.932557678222658, 45.06477661132813]
[19.0272216796875, 45.26275634765625]
[19.120472717285157, 45.42144927978516]
[19.206922912597655, 45.56599731445313]
[19.246603393554686, 45.749324798583984]
[19.365019226074217, 45.890262603759766]
[19.31562194824219, 46.050453186035156]
[19.353123474121094, 46.24373168945313]
[19.392904663085936, 46.41200408935547]
[19.433863830566406, 46.53701934814453]
[19.528994750976562, 46.67543411254883]
[19.58119354248047, 46.864706420898436]
[19.704087829589845, 47.02340850830078]
[19.824081420898438, 47.1797233581543]
[19.941914367675782, 47.329630279541014]
[20.037503051757813, 47.45881271362305]
[20.011271667480468, 47.55613784790039]
[20.174470520019533, 47.75116958618164]
[20.264932250976564, 47.87716445922852]
[20.371075439453126, 48.00483779907226]
[20.40998077392578, 48.020869445800784]
[20.451325988769533, 47.96358947753906]
[20.64873809814453, 48.118682861328125]
[20.79408416748047, 48.24939880371094]
[20.909718322753907, 48.30613327026367]
[21.06005401611328, 48.45167007446289]
[21.169691467285155, 48.6187255859375]
[21.372157287597656, 48.76923141479492]
[21.579264831542968, 48.937521362304686]
[21.740650939941407, 49.101583862304686]
[21.84978790283203, 49.21657104492188]
[22.034037780761718, 49.41249160766601]
[22.26110382080078, 49.607575225830075]
[22.34130096435547, 49.7868537902832]
[22.455357360839844, 49.92066268920898]
[22.581996154785156, 50.06229019165039]
[22.71730194091797, 50.191498565673825]
[22.773539733886718, 50.28560256958008]
[22.96259002685547, 50.45822372436523]
[23.112709045410156, 50.61351089477539]
[23.316835021972658, 50.79831771850586]
[23.54725799560547, 50.9388786315918]
[23.825038146972656, 51.02665023803711]
[23.787690734863283, 51.18483047485351]
[23.918617248535156, 51.38208847045898]
[24.019346618652342, 51.49583206176758]
[24.164479064941407, 51.6932487487793]
[24.227085876464844, 51.892920684814456]
[24.283433532714845, 52.0705680847168]
[24.401551818847658, 52.281595611572264]
[24.539451599121094, 52.43969802856445]
[24.630952453613283, 52.63103713989258]
[24.77886199951172, 52.85444717407226]
[24.99042205810547, 53.05423812866211]
[25.117955017089844, 53.225678253173825]
[25.11786651611328, 53.372396087646486]
[25.27832946777344, 53.52599258422852]
[25.4270263671875, 53.72461776733398]
[25.47291259765625, 53.91355209350586]
[25.5318115234375, 54.10549087524414]
[25.634555053710937, 54.23015365600586]
[25.8169921875, 54.45952682495117]
[25.903421020507814, 54.62899398803711]
[25.966497802734374, 54.79541091918945]
[25.979763793945313, 55.005489349365234]
[26.0859619140625, 55.209781646728516]
[26.2201416015625, 55.405774688720705]
[26.334698486328126, 55.638207244873044]
[26.40872802734375, 55.75368881225586]
[26.5310546875, 55.95371017456055]
[26.666802978515626, 56.17461929321289]
[26.76647033691406, 56.33690567016602]
[26.80011901855469, 56.46856460571289]
[26.998007202148436, 56.6305534362793]
[27.132583618164062, 56.835018157958984]
[27.261785888671874, 57.019815826416014]
[27.353488159179687, 57.174279022216794]
[27.48737487792969, 57.377298736572264]
[27.64378967285156, 57.58081283569336]
[27.773947143554686, 57.8077507019043]
[27.911248779296876, 58.03783493041992]
[28.09852294921875, 58.25475082397461]
[28.266275024414064, 58.482575225830075]
[28.45367431640625, 58.71843338012695]
[28.590028381347658, 58.910980987548825]
[28.792811584472656, 59.15474166870117]
[28.888523864746094, 59.39494857788086]
[29.03753204345703, 59.61693801879883]
[29.192921447753907, 59.73887405395508]
[29.241238403320313, 59.95384140014649]
[29.48447265625, 60.21200332641602]
[29.594326782226563, 60.47849807739258]
[29.56311950683594, 60.66384353637695]
[29.755902099609376, 60.92529373168945]
[29.996905517578124, 61.187041473388675]
[30.101809692382812, 61.384123992919925]
[30.1328125, 61.574120330810544]
[30.309405517578124, 61.829996490478514]
[30.373593139648438, 62.05618515014648]
[30.41627197265625, 62.233768463134766]
[30.59227600097656, 62.49068374633789]
[30.827914428710937, 62.76058731079102]
[31.121609497070313, 62.98142929077149]
[31.281512451171874, 63.19891586303711]
[31.493316650390625, 63.43627243041992]
[31.749566650390626, 63.66371231079101]
[31.99266662597656, 63.909455108642575]
[32.176116943359375, 64.13756637573242]
[32.37262878417969, 64.36579513549805]
[32.675970458984374, 64.57346115112304]
[32.97518310546875, 64.72857437133788]
[33.24124450683594, 64.92215042114258]
[33.089602661132815, 65.12140426635742]
[33.20546875, 65.30676651000977]
[33.349160766601564, 65.50139541625977]
[33.5386474609375, 65.75604629516602]
[33.716549682617185, 66.03317794799804]
[33.892880249023435, 66.28609085083008]
[33.90550537109375, 66.52052230834961]
[34.10982666015625, 66.79062728881836]
[34.14388732910156, 66.97226638793946]
[34.24547119140625, 67.1468894958496]
[34.315362548828126, 67.30430526733399]
[34.511529541015626, 67.4908073425293]
[34.57833557128906, 67.62612838745117]
[34.66297302246094, 67.8274040222168]
[34.726199340820315, 68.02460556030273]
[34.81266784667969, 68.22582626342773]
[34.89322509765625, 68.43439254760742]
[34.9557861328125, 68.65042495727539]
[35.12873840332031, 68.83745040893555]
[35.24716796875, 69.05100936889649]
[35.35545043945312, 69.26725387573242]
[35.445492553710935, 69.45878219604492]
[35.52682800292969, 69.64925613403321]
[35.563775634765626, 69.8287452697754]
[35.56306762695313, 70.00209274291993]
[35.626947021484376, 70.23341445922851]
[35.716860961914065, 70.3843620300293]
[35.77323913574219, 70.61737747192383]
[35.758480834960935, 70.79949264526367]
[35.84101867675781, 71.01408004760742]
[35.97773742675781, 71.07333450317383]
[35.97691955566406, 71.23210372924805]
[36.149298095703124, 71.35857620239258]
[36.10216064453125, 71.57100143432618]
[36.04375, 71.7042625427246]
[36.17021179199219, 71.91384048461914]
[36.2654541015625, 72.0911033630371]
[36.35086364746094, 72.21731033325196]
[36.40420227050781, 72.3353370666504]
[36.49760437011719, 72.64351272583008]
[36.53294372558594, 72.80623092651368]
[36.63812255859375, 72.93490524291992]
[36.692788696289064, 73.01082382202148]
[36.755801391601565, 73.18013610839844]
[36.818353271484376, 73.37126846313477]
[37.007501220703126, 73.4193328857422]
[37.1220703125, 73.49019775390624]
[37.18074340820313, 73.6721321105957]
[37.213888549804686, 73.73025283813476]
[37.364044189453125, 73.91389541625976]
[37.406069946289065, 73.9379653930664]
[37.52436218261719, 74.02664489746094]
[37.65481262207031, 74.11564102172852]
[37.76533813476563, 74.20760040283203]
[37.76481628417969, 74.32973251342773]
[37.91157531738281, 74.46410064697265]
[38.07652282714844, 74.48136444091797]
[38.151336669921875, 74.65246276855468]
[38.266909790039065, 74.83291931152344]
[38.374508666992185, 74.94240188598633]
[38.49917907714844, 75.07748031616211]
[38.541192626953126, 75.20778121948243]
[38.5861328125, 75.3422981262207]
[38.72187194824219, 75.38555297851562]
[38.78996887207031, 75.45776748657227]
[38.84053955078125, 75.55511779785157]
[38.885467529296875, 75.61371994018555]
[38.926214599609374, 75.6739730834961]
[38.93977355957031, 75.74649429321289]
[38.99154968261719, 75.79730072021485]
[39.026513671875, 75.8820930480957]
[39.10000305175781, 75.88334884643555]
[39.173187255859375, 75.95920867919922]
[39.213192749023435, 76.0180450439453]
[39.31195068359375, 76.07106857299804]
[39.40379028320312, 76.10147628784179]
[39.45449523925781, 76.19006271362305]
[39.52273254394531, 76.24366989135743]
[39.5630615234375, 76.31627578735352]
[39.65189819335937, 76.44088592529297]
[39.72306518554687, 76.54177398681641]
[39.797427368164065, 76.6391975402832]
[39.82532958984375, 76.74596633911133]
[39.981988525390626, 76.77863540649415]
[40.004739379882814, 76.86794738769531]
[40.014111328125, 76.99249267578125]
[40.08702697753906, 77.09346313476563]
[40.09468383789063, 77.21285400390624]
[40.172000122070315, 77.3148292541504]
[40.24173278808594, 77.41085052490234]
[40.2583984375, 77.5645751953125]
[40.333920288085935, 77.71678314208984]
[40.53572387695313, 77.85085754394531]
[40.607086181640625, 77.96499938964844]
[40.707879638671876, 78.08984069824218]
[40.9003662109375, 78.16760787963867]
[41.03669128417969, 78.27117080688477]
[41.13389587402344, 78.34773483276368]
[41.247918701171876, 78.39675674438476]
[41.358612060546875, 78.50455932617187]
[41.44706726074219, 78.61364440917968]
[41.64423828125, 78.71008758544922]
[41.65340881347656, 78.76532516479492]
[41.7634765625, 78.8768096923828]
[41.872674560546876, 78.98994140625]
[41.97843627929687, 79.10182342529296]
[42.208804321289065, 79.20643310546875]
[42.303399658203126, 79.33445816040039]
[42.383053588867185, 79.41422958374024]
[42.503048706054685, 79.54554901123046]
[42.62117919921875, 79.65627593994141]
[42.669769287109375, 79.7922477722168]
[42.791323852539065, 79.91826934814453]
[42.90506591796875, 80.04457473754883]
[43.02305908203125, 80.16881637573242]
[43.09499816894531, 80.3161407470703]
[43.25231018066406, 80.42038955688477]
[43.41716766357422, 80.51777725219726]
[43.30679473876953, 80.66159286499024]
[43.46475677490234, 80.73698348999024]
[43.57719116210937, 80.86219711303711]
[43.632470703125, 80.9898666381836]
[43.89346771240234, 81.03050308227539]
[44.094703674316406, 81.19881820678711]
[44.26615905761719, 81.30650405883789]
[44.43165893554688, 81.42524108886718]
[44.53424987792969, 81.52902603149414]
[44.63923034667969, 81.67152786254883]
[44.65626983642578, 81.79868011474609]
[44.75239562988281, 81.92979431152344]
[44.831007385253905, 82.07385559082032]
[44.926248168945314, 82.20041427612304]
[45.0195068359375, 82.3295883178711]
[45.11461639404297, 82.45687561035156]
[45.193336486816406, 82.60577545166015]
[45.325033569335936, 82.7639045715332]
[45.410586547851565, 82.84433975219727]
[45.54637145996094, 83.00445785522462]
[45.64175720214844, 83.13581314086915]
[45.78626403808594, 83.28585052490234]
[45.86940460205078, 83.39110412597657]
[45.9588119506836, 83.5767951965332]
[46.03370666503906, 83.67121047973633]
[46.186790466308594, 83.83386688232422]
[46.29622192382813, 84.01291122436524]
[46.38957977294922, 84.14358596801758]
[46.48158416748047, 84.26973114013671]
[46.57358856201172, 84.36842269897461]
[46.65243225097656, 84.49485244750977]
[46.880245971679685, 84.58311309814454]
[46.888493347167966, 84.7750259399414]
[46.92062072753906, 84.90115509033203]
[47.021401977539064, 85.0361083984375]
[47.105229187011716, 85.19023666381835]
[47.24959869384766, 85.32079544067383]
[47.365838623046876, 85.48647613525391]
[47.653482055664064, 85.66250152587891]
[47.6990463256836, 85.76097946166992]
[47.74925079345703, 85.84609527587891]
