x,y,z,qx,qy,qz,qw,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279112143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152791621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279212143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152792621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279312143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152793621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279412143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152794621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279512143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152795621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279612143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152796621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279712143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152797621427e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.403715279812143e+18
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4037152798621427e+18
-0.0066840546205639,0.0003273088950663,-0.0218980908393859,-0.042371142655611,-0.0052249166183173,-0.0099119087681174,0.9990390539169312,1.403715279912143e+18
-0.0060437247157096,-0.0012956704013049,-0.024906188249588,-0.0460940822958946,-0.0089306589215993,-0.0078835962340235,0.9988661408424376,1.4037152799621427e+18
-0.0076913959346711,-0.0009048057254403,-0.024826243519783,-0.0508512482047081,-0.0071444283239543,-0.0080970972776412,0.9986478686332704,1.403715280012143e+18
-0.0064201238565146,0.0026883454993367,-0.0267601050436496,-0.0502446368336677,-0.0106859458610415,-0.0081632919609546,0.9986463785171508,1.4037152800621427e+18
-0.0023493906483054,0.0050611505284905,-0.0280693620443344,-0.0489366948604583,-0.011676650494337,-0.0039133429527282,0.9987260103225708,1.403715280112143e+18
-0.0010709543712437,0.0073405732400715,-0.0243689566850662,-0.049198068678379,-0.0074577587656676,-0.0070782490074634,0.9987360835075378,1.4037152801621427e+18
-0.0012280191294848,0.0083814291283488,-0.0232910029590129,-0.0478301122784614,-0.0057319332845509,-0.0093102771788835,0.9987956285476683,1.403715280212143e+18
0.003824392799288,0.0111923934891819,-0.0189709719270467,-0.0430233739316463,-0.0101235667243599,-0.0094594396650791,0.9989779591560364,1.4037152802621427e+18
0.0042441524565219,0.0123775918036699,-0.0154752749949693,-0.0370704382658004,-0.0081876078620553,-0.0076946294866502,0.9992495179176332,1.403715280312143e+18
0.0045654731802642,0.0131122292950749,-0.0119117079302668,-0.0338727347552776,-0.0061919339932501,-0.0032842697110027,0.9994015693664552,1.4037152803621427e+18
0.0041308887302875,0.0147352050989866,-0.0077207665890455,-0.0219075214117765,-0.0052487035281956,-0.0029325240757316,0.9997419118881226,1.403715280412143e+18
0.0039801667444407,0.0159300379455089,-0.0045945416204631,-0.004428946878761,-0.0081316195428371,-0.0050737648271024,0.999944269657135,1.4037152804621427e+18
0.0021891386713832,0.0167528260499238,-0.0031861364841461,0.0091706356033682,-0.0045100478455424,-0.0103558264672756,0.9998941421508788,1.403715280512143e+18
0.0024284527171403,0.0166256465017795,-0.0033511528745293,0.0079452050849795,-0.0046361712738871,-0.0108615038916468,0.9998986721038818,1.4037152805621427e+18
0.0023369549307972,0.016895217821002,-0.0034337022807449,0.0080531928688287,-0.0045354715548455,-0.0104370266199111,0.999902844429016,1.403715280612143e+18
0.0023566635791212,0.0170105602592229,-0.0035610210616141,0.0075208214111626,-0.0044535375200212,-0.0102120749652385,0.9999096989631652,1.4037152806621427e+18
0.0023788949474692,0.0173234529793262,-0.0035696951672434,0.0076363156549632,-0.0044183321297168,-0.0097567159682512,0.9999135732650756,1.403715280712143e+18
0.0024420828558504,0.0176983997225761,-0.0035465334076434,0.0073388800956308,-0.0045885685831308,-0.0099532371386885,0.9999130368232728,1.4037152807621427e+18
0.002429926302284,0.0180776845663785,-0.0034657227806746,0.007887627929449,-0.0043665152043104,-0.0100573124364018,0.9999088048934937,1.403715280812143e+18
0.0024438882246613,0.0185090713202953,-0.0033819493837654,0.0087535278871655,-0.0043449308723211,-0.0106364507228136,0.9998956918716432,1.4037152808621427e+18
0.0023363907821476,0.0189398005604743,-0.0032502722460776,0.0097797755151987,-0.0039585032500326,-0.0104057909920811,0.9998902082443236,1.403715280912143e+18
0.0022754818201065,0.0195396821945905,-0.0031007330399006,0.012193102389574,-0.0039861048571765,-0.0103353941813111,0.9998642802238464,1.4037152809621427e+18
0.0022133653983473,0.0199018474668264,-0.0029458310455083,0.0145961483940482,-0.0039176745340228,-0.0096614910289645,0.9998391270637512,1.403715281012143e+18
0.0021779374219477,0.0201272591948509,-0.0027860435657203,0.0195186007767915,-0.0038849851116538,-0.0095876781269907,0.9997559785842896,1.4037152810621427e+18
0.002207966055721,0.0204246807843446,-0.0025472191628068,0.025229075923562,-0.0040541505441069,-0.0088507244363427,0.9996342658996582,1.403715281112143e+18
0.0019060267368331,0.0206643939018249,-0.0024014755617827,0.0304388981312513,-0.0044203395955264,-0.0052483724430203,0.9995130896568298,1.4037152811621427e+18
0.0015504959737882,0.0211408045142889,-0.0023125836160033,0.0326426923274993,-0.0046634413301944,-0.0023640154395252,0.9994534254074096,1.403715281212143e+18
0.0009473816026002,0.0218525547534227,-0.0021563882473856,0.0338012725114822,-0.004618948791176,0.0018680356442928,0.999416172504425,1.4037152812621427e+18
0.0003526850487105,0.0227888710796833,-0.0020958294626325,0.0348798632621765,-0.0046738078817725,0.0054085347801446,0.9993659853935242,1.403715281312143e+18
0.0001060822542058,0.0236195232719182,-0.0021268907003104,0.0342955514788627,-0.0053861932829022,0.0080800736322999,0.9993645548820496,1.4037152813621427e+18
-0.000173301945324,0.0244887787848711,-0.0021590222604572,0.033224880695343,-0.0058454354293644,0.0096848765388131,0.9993838667869568,1.403715281412143e+18
-0.0004913379088975,0.0255184136331081,-0.0022955813910812,0.0335193797945976,-0.0065456228330731,0.0102440351620316,0.999364137649536,1.4037152814621427e+18
-0.0004787746584042,0.026339940726757,-0.0025298951659351,0.0349090658128261,-0.0072725736536085,0.0065970825962722,0.9993422627449036,1.403715281512143e+18
-0.0002257780870422,0.0274693481624126,-0.0026968480087816,0.03597042709589,-0.0090977298095822,-0.0004609588359016,0.99931138753891,1.4037152815621427e+18
-0.0004218547255732,0.0287166237831115,-0.0028767962940037,0.0390649735927581,-0.0101673882454633,-0.0085392650216817,0.9991484880447388,1.403715281612143e+18
-0.0004996490315534,0.029948940500617,-0.0031447953078895,0.0414483733475208,-0.0129516422748565,-0.0169215537607669,0.9989134669303894,1.4037152816621427e+18
-0.0010429002577438,0.0311426036059856,-0.00335104460828,0.0456769876182079,-0.0160929970443248,-0.0244949683547019,0.9985262155532836,1.403715281712143e+18
-0.0016078675398603,0.0323242396116256,-0.0035883819218724,0.0518007948994636,-0.0197191853076219,-0.0322395339608192,0.9979420900344848,1.4037152817621427e+18
-0.002522091846913,0.0332619436085224,-0.0037344491574913,0.0597328431904315,-0.0226568803191185,-0.0381465405225753,0.997227907180786,1.403715281812143e+18
-0.003378307679668,0.0343807563185691,-0.0037434215191751,0.0685644075274467,-0.0263521242886781,-0.0449995994567871,0.9962829351425172,1.4037152818621427e+18
-0.0046775536611676,0.0356094054877758,-0.0039242394268512,0.0724672675132751,-0.0293089188635349,-0.0493489913642406,0.9957179427146912,1.403715281912143e+18
-0.0055250716395676,0.0362296923995018,-0.0046288589946925,0.0676406621932983,-0.0354829207062721,-0.0488008894026279,0.9958837032318116,1.4037152819621427e+18
-0.0061768414452672,0.0360231660306453,-0.0072468956932425,0.055386159569025,-0.0414182916283607,-0.0525520667433738,0.9962204098701476,1.403715282012143e+18
-0.0077536259777843,0.0364983342587947,-0.0073424177244305,0.054261490702629,-0.0428385958075523,-0.0512859262526035,0.9962882995605468,1.4037152820621427e+18
-0.006594746839255,0.0367308668792247,-0.0073609100654721,0.0548197925090789,-0.0512773767113685,-0.0515854619443416,0.9958435297012328,1.403715282112143e+18
-0.0076046609319746,0.0365223735570907,-0.0090594114735722,0.0435758419334888,-0.055399864912033,-0.0505027398467063,0.9962337017059326,1.4037152821621427e+18
-0.0103790452703833,0.0346231646835804,-0.016769228503108,0.0081151109188795,-0.0565839707851409,-0.055294819176197,0.9968324303627014,1.403715282212143e+18
-0.0065245758742094,0.0355525240302085,-0.0151878222823143,0.0120415659621357,-0.0691710263490676,-0.0575765073299407,0.9958691596984864,1.4037152822621427e+18
-0.0070432787761092,0.0357179827988147,-0.0159602537751197,0.0099528338760137,-0.0696952790021896,-0.06506809592247,0.995394229888916,1.403715282312143e+18
-0.0061947712674736,0.0344126597046852,-0.0173238031566143,-0.0048688659444451,-0.0762903839349746,-0.0623534061014652,0.9951221942901612,1.4037152823621427e+18
-0.006992713548243,0.0329303629696369,-0.0244665779173374,-0.0236413870006799,-0.0818561464548111,-0.0622516348958015,0.9944170713424684,1.403715282412143e+18
-0.0033626281656324,0.0332219414412975,-0.0268535166978836,-0.0265638157725334,-0.0912272855639457,-0.0618479959666729,0.9935526847839355,1.4037152824621427e+18
-0.0044306134805083,0.0369578450918197,-0.0177859142422676,0.0011864660773426,-0.0928673967719078,-0.0639636889100074,0.9936211705207824,1.403715282512143e+18
-0.0061196321621537,0.039204966276884,-0.0112684899941086,0.0442290976643562,-0.0899546891450882,-0.0769243091344833,0.9919852018356324,1.4037152825621427e+18
-0.0138723459094762,0.0403037033975124,-0.01098642218858,0.0627577900886535,-0.0658547952771186,-0.0921180471777916,0.9915840029716492,1.403715282612143e+18
-0.0129702454432845,0.039955947548151,-0.0128166284412145,0.0515119098126888,-0.0817009732127189,-0.0834152251482009,0.9918232560157776,1.4037152826621427e+18
-0.0120823374018073,0.0386202707886695,-0.0172324888408184,0.0287557374686002,-0.0993330627679824,-0.0846768394112587,0.9910277128219604,1.403715282712143e+18
-0.0094541907310485,0.0361634641885757,-0.0234984271228313,0.0002341873478144,-0.1217580661177635,-0.0858672186732292,0.9888386130332948,1.4037152827621427e+18
-0.0196287799626588,0.0304914396256208,-0.0337233282625675,-0.0365828871726989,-0.0987319275736808,-0.1023318767547607,0.9891622066497804,1.403715282812143e+18
-0.0326920077204704,0.0207218155264854,-0.0522251464426517,-0.0784823969006538,-0.101759061217308,-0.0886746197938919,0.9877360463142396,1.4037152828621427e+18
-0.0512621141970157,0.0091310925781726,-0.0783301442861557,-0.0940141826868057,-0.1104687303304672,-0.0961584970355033,0.984739363193512,1.403715282912143e+18
-0.0455408245325088,0.0112536773085594,-0.0875959545373916,-0.0869545862078666,-0.1353792697191238,-0.1092395335435867,0.9809067845344543,1.4037152829621427e+18
-0.0339364670217037,0.0190763566642999,-0.0912962853908538,-0.0702217444777488,-0.1537990272045135,-0.1134950444102287,0.9790473580360411,1.403715283012143e+18
-0.0142235206440091,0.0327880792319774,-0.0731003284454345,-0.042705949395895,-0.1731562614440918,-0.1288992315530777,0.9754886627197266,1.4037152830621427e+18
-0.0047868862748146,0.0360168330371379,-0.0565186366438865,-0.0251843053847551,-0.1870178580284118,-0.1427396237850189,0.971604585647583,1.403715283112143e+18
-0.012327654287219,0.0451776422560215,-0.0483187288045883,-0.0064127189107239,-0.177856758236885,-0.1350253969430923,0.9747276306152344,1.4037152831621427e+18
-0.0127853900194168,0.0541147738695144,-0.0349710285663604,0.0356832630932331,-0.1719549596309662,-0.1397572457790374,0.974487602710724,1.403715283212143e+18
-0.0225552469491958,0.0594515092670917,-0.0337073728442192,0.0445803515613079,-0.1552308797836303,-0.1490877717733383,0.9755454063415528,1.4037152832621427e+18
-0.0319369733333587,0.0602362044155597,-0.0355514138936996,0.0389763712882995,-0.147584855556488,-0.1575830280780792,0.9756367802619934,1.403715283312143e+18
-0.0175942946225404,0.0604127533733844,-0.0341199114918708,0.0393568463623523,-0.1875239461660385,-0.1524962484836578,0.9695518016815186,1.4037152833621427e+18
-0.0151344276964664,0.0564618222415447,-0.0435903035104274,0.0199241079390048,-0.1925243586301803,-0.1508903354406356,0.969417154788971,1.403715283412143e+18
-0.006696184631437,0.0526025295257568,-0.0447445102035999,-0.0057453098706901,-0.2063649147748947,-0.1599539369344711,0.9652953743934632,1.4037152834621427e+18
-0.0049991467967629,0.0483524724841117,-0.0495618693530559,-0.03698206320405,-0.2021830826997757,-0.1669245511293411,0.9643083214759828,1.403715283512143e+18
-0.0087893931195139,0.0497549511492252,-0.0462695062160491,-0.0277714822441339,-0.1950908452272415,-0.1717572063207626,0.9652294516563416,1.4037152835621427e+18
-0.0086195757612586,0.0529947988688945,-0.0352018438279628,-0.0055329971946775,-0.1871110945940017,-0.1829621940851211,0.9651340246200562,1.403715283612143e+18
-0.0057839122600853,0.0536845065653324,-0.029580283910036,0.0002541147696319,-0.2082285284996032,-0.1861587613821029,0.9602009057998656,1.4037152836621427e+18
-0.0097518479451537,0.0549405179917812,-0.0317074619233608,0.0156922675669193,-0.2161499112844467,-0.1860407441854477,0.958343267440796,1.403715283712143e+18
-0.010719645768404,0.0572623163461685,-0.0268012378364801,0.0400751382112503,-0.2131465673446655,-0.1908069103956222,0.9573689103126526,1.4037152837621427e+18
-0.0109711177647113,0.0592262297868728,-0.0297843962907791,0.0590645857155323,-0.2194014638662338,-0.1924358457326889,0.9546428322792052,1.403715283812143e+18
-0.0111093744635581,0.061465136706829,-0.0314507968723773,0.068905584514141,-0.2325518876314163,-0.2000122666358947,0.9492980241775512,1.4037152838621427e+18
-0.0087103946134448,0.0607515722513198,-0.0355862565338611,0.0481569096446037,-0.2609913051128387,-0.192287728190422,0.9447697401046752,1.403715283912143e+18
0.0054086134769022,0.0560562498867511,-0.0375797189772129,0.0235174130648374,-0.2819161415100097,-0.1937101036310196,0.9393863677978516,1.4037152839621427e+18
-0.0011535047087818,0.0526915416121482,-0.047268159687519,0.003322091884911,-0.2744492590427398,-0.1985914409160614,0.9408656358718872,1.403715284012143e+18
0.0099076107144355,0.052883606404066,-0.0457197539508342,0.0059821065515279,-0.2836540639400482,-0.2137706279754638,0.9347763061523438,1.4037152840621427e+18
0.0001646208111196,0.0537621267139911,-0.0399880334734916,0.013491173274815,-0.2512410283088684,-0.230296790599823,0.9400315880775452,1.403715284112143e+18
0.0052260174416005,0.0539774112403392,-0.0385738238692283,0.0152733251452445,-0.2652399241924286,-0.2482455670833587,0.9315518140792848,1.4037152841621427e+18
0.0051713101565837,0.0541888698935508,-0.0364337190985679,0.0194169599562883,-0.2884977161884308,-0.2465120106935501,0.9249994158744812,1.403715284212143e+18
0.0089085977524518,0.053820002824068,-0.0335893556475639,0.0143375983461737,-0.3086409270763397,-0.242774099111557,0.9195629358291626,1.4037152842621427e+18
0.0149160549044609,0.0510602332651615,-0.0345047414302825,-0.0074976510368287,-0.3095065653324127,-0.2563273906707763,0.9156668782234192,1.403715284312143e+18
0.013586108572781,0.0507390387356281,-0.0414255447685718,-0.0152654508128762,-0.2878546118736267,-0.2588517069816589,0.9219015836715698,1.4037152843621427e+18
0.013801590539515,0.0487315505743026,-0.0512750446796417,-0.0278503205627203,-0.2803137302398681,-0.2696904838085174,0.920823335647583,1.403715284412143e+18
0.0167581532150506,0.0479942262172699,-0.0462850965559482,-0.0308993496000766,-0.2979493141174316,-0.2795891165733337,0.9121958613395692,1.4037152844621427e+18
0.0165552850812673,0.0485146604478359,-0.0428458638489246,-0.0248791556805372,-0.29611337184906,-0.2902255356311798,0.9096521735191344,1.403715284512143e+18
0.0241810046136379,0.0472192540764808,-0.0356676019728183,-0.0115484846755862,-0.3230054676532745,-0.2883478701114654,0.9013265371322632,1.4037152845621427e+18
0.0237596482038497,0.0483989305794239,-0.0356900803744792,-0.0040712016634643,-0.3323088884353637,-0.2789486050605774,0.9009671807289124,1.403715284612143e+18
0.0223789531737566,0.0500626787543296,-0.0324773378670215,0.0183135494589805,-0.3274934887886047,-0.294621855020523,0.8975582122802734,1.4037152846621427e+18
0.0207648016512393,0.0546287298202514,-0.0288008451461792,0.0578182116150856,-0.3524231314659118,-0.2740605473518371,0.8929421901702881,1.403715284712143e+18
0.0206927023828029,0.0588489361107349,-0.0355679504573345,0.0776353329420089,-0.3638692796230316,-0.2679831683635711,0.8886826634407043,1.4037152847621427e+18
0.0232537202537059,0.0592558085918426,-0.0396567061543464,0.0741346254944801,-0.3709338307380676,-0.2605263888835907,0.8882782459259033,1.403715284812143e+18
0.0191376451402902,0.0598263032734394,-0.0429640673100948,0.0677155554294586,-0.3600888550281524,-0.257815957069397,0.8940255045890808,1.4037152848621427e+18
0.0230274517089128,0.0582407638430595,-0.0386611297726631,0.0564519353210926,-0.3723346292972564,-0.2558566629886627,0.8903468251228333,1.403715284912143e+18
0.0396859124302864,0.0539171509444713,-0.0372766479849815,0.0436527803540229,-0.4008353650569916,-0.256184846162796,0.8785184621810913,1.4037152849621427e+18
0.0419741831719875,0.0530753917992115,-0.0337615311145782,0.0411723516881465,-0.3998730778694153,-0.2753012776374817,0.8732786774635315,1.403715285012143e+18
0.0444418713450431,0.0502091832458972,-0.039033118635416,0.024623192846775,-0.3980526328086853,-0.2825736403465271,0.8724103569984436,1.4037152850621427e+18
0.0397237949073314,0.0491610616445541,-0.0387293547391891,0.0133096370846033,-0.3778135180473327,-0.2922276258468628,0.8784548044204712,1.403715285112143e+18
0.0380103103816509,0.0489019975066185,-0.034531433135271,0.0132935121655464,-0.3680828213691711,-0.3073420524597168,0.8774275779724121,1.4037152851621427e+18
0.0334978252649307,0.0503354854881763,-0.0308697018772363,0.025050688534975,-0.3606072664260864,-0.289863258600235,0.886179506778717,1.403715285212143e+18
0.0284319333732128,0.0524704791605472,-0.0306251663714647,0.0245774686336517,-0.3410837948322296,-0.2952944338321686,0.8921093940734863,1.4037152852621427e+18
0.0198104660958051,0.0549572445452213,-0.0317542850971221,0.014639738947153,-0.3109747171401977,-0.3023157715797424,0.90093594789505,1.403715285312143e+18
0.0174163654446601,0.0541575476527214,-0.0347851626574993,-0.0100017311051487,-0.2754368185997009,-0.3228189945220947,0.9054404497146606,1.4037152853621427e+18
0.0143419159576296,0.0566567331552505,-0.032228622585535,0.0068173948675394,-0.2576403319835663,-0.3297272324562073,0.9082152843475342,1.403715285412143e+18
0.0157630927860736,0.055493451654911,-0.0298356097191572,-0.0041458392515778,-0.2399612367153167,-0.3329688012599945,0.9118844866752625,1.4037152854621427e+18
0.0141252800822258,0.0564199090003967,-0.0329009890556335,-0.0033011999912559,-0.2495210766792297,-0.3077403903007507,0.9181634783744812,1.403715285512143e+18
0.0219632945954799,0.0555847249925136,-0.0285099036991596,0.0015707063721492,-0.2770504653453827,-0.3128864169120788,0.9084836840629578,1.4037152855621427e+18
0.0252065528184175,0.0528940223157405,-0.0270997658371925,-0.0055962814949452,-0.2997138500213623,-0.3016107678413391,0.905080795288086,1.403715285612143e+18
0.0242359973490238,0.0507367476820945,-0.0260011851787567,-0.0089230556041002,-0.2963707447052002,-0.3162563443183899,0.901147484779358,1.4037152856621427e+18
0.0205240920186042,0.0516157634556293,-0.0200122408568859,0.0011668085353448,-0.280329942703247,-0.3327327072620392,0.9003903865814209,1.403715285712143e+18
0.0168792176991701,0.0537036843597888,-0.0227961037307977,-0.0012100449530407,-0.2663881778717041,-0.3165711760520935,0.9103947281837464,1.4037152857621427e+18
0.0196077451109886,0.0542507618665695,-0.0264321863651275,0.0084066605195403,-0.272087037563324,-0.3005830347537994,0.9140830039978028,1.403715285812143e+18
0.0225153621286153,0.0540703311562538,-0.0233865845948457,0.012938748113811,-0.3037473261356354,-0.288091778755188,0.9080601334571838,1.4037152858621427e+18
0.0227400865405797,0.0546843521296978,-0.0213660448789596,0.018224686384201,-0.3247617483139038,-0.2844174802303314,0.901833951473236,1.403715285912143e+18
0.0263915453106164,0.0533183105289936,-0.0228430535644292,0.0200677514076232,-0.3224400877952575,-0.2951901257038116,0.8991621732711792,1.4037152859621427e+18
